"contents href","inset-y-0 src","w-full src","absolute","line-clamp-2","font-medium","truncate 2","mr-0 src","truncate 3"
"https://shopee.vn/COMBO-SI%CC%89-10-BI%CC%A3CH-B%C3%81NH-TR%C3%81NG-B%C6%A0-T%E1%BB%A8-V%E1%BB%8A-%C4%90%E1%BA%B6C-S%E1%BA%A2N-PHAN-RANG-i.237204869.3431533581?extraParams=%7B%22display_model_id%22%3A295997426254%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mdx1eo324075f4_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-49%","COMBO SỈ 10 BỊCH BÁNH TRÁNG BƠ TỨ VỊ ĐẶC SẢN PHAN RANG","35.000","Đã bán 200k+","",""
"https://shopee.vn/Mu%E1%BB%91i-S%E1%BA%A5y-Ng%E1%BB%8Dc-Y%E1%BA%BFn-Ch%E1%BA%A5m-Hoa-Qu%E1%BA%A3-%C4%90%E1%BA%B7c-s%E1%BA%A3n-%C4%90%E1%BB%93ng-Th%C3%A1p-Ch%C3%ADnh-H%C3%A3ng-Bao-B%C3%AC-M%E1%BB%9Bi-B%C3%BAn-Ngon-i.477420189.4393204094?extraParams=%7B%22display_model_id%22%3A250920201527%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/da585c783ef34cfb23a642b1e1ed5402_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","","Muối Sấy Ngọc Yến Chấm Hoa Quả - Đặc sản Đồng Tháp Chính Hãng Bao Bì Mới - Bún Ngon","10.000","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6",""
"https://shopee.vn/Que-Cay-%C4%90en-Cay-%C4%90%E1%BA%B7c-Bi%E1%BB%87t-Snack-T%C4%83m-Cay-%C4%90en-ALUOWA-%C4%91%E1%BB%93-%C4%83n-v%E1%BA%B7t-c%E1%BB%95ng-tr%C6%B0%E1%BB%9Dng-Ti%E1%BB%87m-%C4%83n-v%E1%BA%B7t-Thu%E1%BB%B3-B%C3%B9i-i.1103540324.25662148383?extraParams=%7B%22display_model_id%22%3A275959017671%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/sg-11134201-7rdvq-m0b21wpq0jh1ec_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-28%","Que Cay Đen Cay Đặc Biệt, Snack Tăm Cay Đen ALUOWA, đồ ăn vặt cổng trường, Tiệm ăn vặt Thuỳ Bùi","18.000","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6",""
"https://shopee.vn/1Kg-Kh%C3%B4-G%C3%A0-L%C3%A1-Chanh-(Gi%C3%B2n-ngon-%C4%90%E1%BA%ADm-v%E1%BB%8B)-%C4%90%E1%BB%93-%C4%83n-v%E1%BA%B7t-Yotafood-i.63963995.1047162531?extraParams=%7B%22display_model_id%22%3A2608063981%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-loupmh95g7kgb8_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-18%","1Kg Khô Gà Lá Chanh (Giòn ngon - Đậm vị) | Đồ ăn vặt Yotafood","178.000","Đã bán 90k+","","Rẻ Vô Địch"
"https://shopee.vn/Qu%E1%BA%A9y-%C4%91%C3%B9i-g%C3%A0-ph%C3%B4-mai-cay-qu%E1%BA%A9y-%C4%91%C3%B9i-g%C3%A0-b%C6%A1-s%E1%BB%AFa-%C4%91%C3%B9i-g%C3%A0-rong-bi%E1%BB%83n-500gr-i.43086726.20042459778?extraParams=%7B%22display_model_id%22%3A250044348200%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/72e101d0f4a1fbe0b0ce5e0d5b843db6_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-35%","Quẩy đùi gà phô mai cay, quẩy đùi gà bơ sữa, đùi gà rong biển 500gr","31.360","Đã bán 60k+","","Rẻ Vô Địch"
"https://shopee.vn/Mini-9-v%E1%BB%8B-B%C3%A1nh-Tr%C3%A1ng-Miss-Mini-Ti%E1%BB%87m-nh%C3%A0-VINA-B%C3%A1nh-Tr%C3%A1ng-Tr%E1%BB%99n-G%C3%B3i-20-23-Gram-%C4%90%E1%BB%A7-V%E1%BB%8B-%C4%90%E1%BA%B6T-T%E1%BB%AA-10-B%E1%BB%8ACH-%C4%90%E1%BB%82-%C4%90%C6%AF%E1%BB%A2C-GI%C3%81-S%E1%BB%88-i.237204869.19888021477?extraParams=%7B%22display_model_id%22%3A310366996200%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mfaue5marthn18_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-36%","Mini 9 vị | Bánh Tráng Miss Mini Tiệm nhà VINA | Bánh Tráng Trộn Gói 20-23 Gram Đủ Vị - ĐẶT TỪ 10 BỊCH ĐỂ ĐƯỢC GIÁ SỈ","5.800","Đã bán 100k+","","Rẻ Vô Địch"
"https://shopee.vn/COMBO-B%C3%A1nh-tr%C3%A1ng-ph%C6%A1i-s%C6%B0%C6%A1ng-TIGER-FOOD-B%C3%A1nh-Tr%C3%A1ng-Mu%E1%BB%91i-Ru%E1%BB%91c-H%C3%A0nh-Phi-B%C6%A1-T%C3%B3p-M%E1%BB%A1-S%E1%BB%91t-t%E1%BA%AFc-FREESHIP-%C4%90%E1%BB%93-%C4%82n-V%E1%BA%B7t-Snack-i.707424749.20716773870?extraParams=%7B%22display_model_id%22%3A415107295685%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mgfb3cb9m6mk5f_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-18%","COMBO Bánh tráng phơi sương TIGER FOOD Bánh Tráng + Muối Ruốc Hành Phi + Bơ + Tóp Mỡ + Sốt tắc FREESHIP Đồ Ăn Vặt Snack","81.800","Đã bán 1000k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6",""
"https://shopee.vn/S%E1%BB%AFa-b%E1%BB%99t-nguy%C3%AAn-kem-c%C3%B3-%C4%91%C6%B0%E1%BB%9Dng-Vinamilk-H%E1%BB%99p-gi%E1%BA%A5y-400g-i.975865932.22342254090?extraParams=%7B%22display_model_id%22%3A186740235775%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m70out1gqqapf9_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-17%","Sữa bột nguyên kem có đường Vinamilk - Hộp giấy 400g","88.000","Đã bán 80k+","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mfjl4hy7rsi3b3",""
"https://shopee.vn/1KG-L%E1%BA%A1p-x%C6%B0%E1%BB%9Fng-heo-cao-c%E1%BA%A5p-s%E1%BA%A5y-d%E1%BA%BBo-truy%E1%BB%81n-th%E1%BB%91ng-(-T%E1%BA%B7ng-g%C3%B3i-2-v%E1%BB%8B-l%E1%BA%A1p-t%C3%B4m-v%C3%A0-l%E1%BA%A1p-heo-kh%C3%B4)-Kh%E1%BB%9Fi-B%C3%A1ch-H%C6%B0ng-i.331177632.22953146847?extraParams=%7B%22display_model_id%22%3A89429017463%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-ly5vii27uhep6e_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-31%","1KG Lạp xưởng heo cao cấp - sấy dẻo truyền thống ( Tặng gói 2 vị lạp tôm và lạp heo khô) Khởi Bách Hưng","138.000","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6",""
"https://shopee.vn/2-B%E1%BB%8Bch-B%C3%A1nh-tr%C3%A1ng-Ph%C6%A1i-S%C6%B0%C6%A1ng-D%E1%BA%BBo-Sate-H%C3%A0nh-Phi-H%C3%A0nh-L%C3%A1-Mu%E1%BB%91i-Nhuy%E1%BB%85n-Si%C3%AAu-cay-B%C3%A1nh-Tr%C3%A1ng-Quy%C3%AAn-T%C3%A2y-Ninh-i.313173734.10214854511?extraParams=%7B%22display_model_id%22%3A400357495387%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mi0z4u2z162s54_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-33%","2 Bịch Bánh tráng Phơi Sương Dẻo Sate-Hành Phi-Hành Lá Muối Nhuyễn Siêu cay Bánh Tráng Quyên Tây Ninh","20.000","Đã bán 300k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6",""
"https://shopee.vn/G%C3%B3i-H%E1%BA%A1t-Mix-Dinh-D%C6%B0%E1%BB%A1ng-GANYUAN-30G-H%E1%BA%A1t-Dinh-D%C6%B0%E1%BB%A1ng-Mix-Tr%C3%A1i-C%C3%A2y-S%E1%BA%A5y-Gi%C3%B2n-H%E1%BA%A1t-Ng%C5%A9-C%E1%BB%91c-S%E1%BA%A5y-Kh%C3%B4-T%E1%BA%A9m-V%E1%BB%8B-N%E1%BB%99i-%C4%90%E1%BB%8Ba-i.1103540324.24362049317?extraParams=%7B%22display_model_id%22%3A425326859671%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/sg-11134201-7rdwg-lz98bdefjpsycb_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-17%","Gói Hạt Mix Dinh Dưỡng GANYUAN 30G, Hạt Dinh Dưỡng Mix Trái Cây Sấy Giòn, Hạt Ngũ Cốc Sấy Khô Tẩm Vị Nội Địa","24.900","Đã bán 600k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6",""
"https://shopee.vn/D%E1%BA%A7u-d%E1%BB%ABa-tinh-khi%E1%BA%BFt-Organic-VIETCOCO-chai-PET-250ml-i.60414205.5278589476?extraParams=%7B%22display_model_id%22%3A33598539374%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-md16sctmdvh83f_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-22%","Dầu dừa tinh khiết Organic VIETCOCO chai PET 250ml","66.596","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","Rẻ Vô Địch"
"https://shopee.vn/L%E1%BA%BB-10-G%C3%B3i-Tr%C3%A0-%C4%91%C3%B4ng-tr%C3%B9ng-t%E1%BB%A9-v%E1%BB%8B-h%C3%A0ng-t%E1%BB%B1-mic-chu%E1%BA%A9n-(n%E1%BA%A5m-%C4%91%C3%B4ng-tr%C3%B9ng-h%E1%BA%A1-th%E1%BA%A3o-t%C3%A1o-%C4%91%E1%BB%8F-k%E1%BB%B7-t%E1%BB%AD-long-nh%C3%A3n)-Tr%C3%A0-M%E1%BB%99c-T%C3%A2y-B%E1%BA%AFc-i.1381031204.29863910609?extraParams=%7B%22display_model_id%22%3A370233843598%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m1b7bva3uy54d9_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-47%","Lẻ 10 Gói Trà đông trùng tứ vị hàng tự mic chuẩn (nấm đông trùng hạ thảo, táo đỏ, kỷ tử, long nhãn) - Trà Mộc Tây Bắc","24.000","Đã bán 90k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","Rẻ Vô Địch"
"https://shopee.vn/Combo-20-ch%C3%A2n-g%C3%A0-r%C3%BAt-x%C6%B0%C6%A1ng-t%C3%AA-cay-%C4%82N-C%C3%99NG-B%C3%80-TUY%E1%BA%BET-M28-i.279658061.43508358436?extraParams=%7B%22display_model_id%22%3A258622757575%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mj883s8w1r7k1e_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-37%","Combo 20 chân gà rút xương tê cay - ĂN CÙNG BÀ TUYẾT M28","189.000","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6",""
"https://shopee.vn/-O'Food-Rong-bi%E1%BB%83n-gi%C3%B2n-tr%E1%BB%99n-kh%C3%B4-g%C3%A0-h%E1%BA%A3i-s%E1%BA%A3n-h%E1%BA%A1t-%C3%B3c-ch%C3%B3-h%E1%BA%A1nh-nh%C3%A2n-c%C3%A1-h%E1%BB%93i-rau-h%E1%BA%A1t-O'Food-i.380225859.11208223198?extraParams=%7B%22display_model_id%22%3A253438246367%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-maiaela9e7y9d7_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-13%","[O'Food] Rong biển giòn trộn khô gà, hải sản, hạt óc chó hạnh nhân, cá hồi, rau&hạt O'Food","31.361","Đã bán 70k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","Rẻ Vô Địch"
"https://shopee.vn/b%C3%A1nh-g%E1%BA%A5u-nh%C3%A2n-kem-gi%C3%A1-s%E1%BB%89-250g-500g-i.372138018.2937731991?extraParams=%7B%22display_model_id%22%3A34567101224%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/dc9df4a8bfc5519c8ab55e96d814439b_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4e4msq1vr2a","","bánh gấu nhân kem giá sỉ 250g / 500g","23.000","Đã bán 70k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6",""
"https://shopee.vn/G%C3%93I-428gr-%C3%94-MAI-VI%E1%BB%86T-QU%E1%BA%A4T-%C3%94-MAI-CHERRY-T%C6%AF%C6%A0I-SI%C3%8AU-NGON-i.184925472.3353763465?extraParams=%7B%22display_model_id%22%3A108267528547%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lxjw1is6qkt7fb_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-29%","GÓI 428gr Ô MAI VIỆT QUẤT Ô MAI CHERRY TƯƠI SIÊU NGON","32.000","Đã bán 70k+","",""
"https://shopee.vn/M%E1%BB%B1c-rim-me-%C4%91%E1%BB%93-%C4%83n-v%E1%BA%B7t-%C4%90%E1%BB%87-Nh%E1%BA%A5t-Kh%C3%B4-ngon-gi%C3%A1-r%E1%BA%BB-%C4%90%E1%BA%B7c-S%E1%BA%A3n-Phan-Thi%E1%BA%BFt-i.224179876.7683140564?extraParams=%7B%22display_model_id%22%3A183323349184%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lwbqyntnz5qx5b_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-45%","Mực rim me đồ ăn vặt Đệ Nhất Khô ngon giá rẻ Đặc Sản Phan Thiết","96.800","Đã bán 60k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6",""
"https://shopee.vn/(-Lo%E1%BA%A1i-1)G%C3%B3i-30-L%C3%A1-B%C3%A1nh-Tr%C3%A1ng-%C4%90%E1%BA%ADu-Xanh-B%C3%B2-B%C3%ADa-Cu%E1%BB%91n-Ch%E1%BA%A3-Gi%C3%B2-sz-16-i.69987000.6162015343?extraParams=%7B%22display_model_id%22%3A265626603530%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-mbst9qxdktbe7f_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","( Loại 1)Gói 30 Lá Bánh Tráng Đậu Xanh Bò Bía Cuốn Chả Giò sz 16","11.080","Đã bán 70k+","",""
"https://shopee.vn/G%C3%A0-l%C3%A1-chanh-ch%C3%A0-b%C3%B4ng-g%C3%A0-Kh%C3%B4-g%C3%A0-b%C6%A1-t%E1%BB%8Fi-x%C3%A9-cay-kh%C3%B4-b%C3%B2-s%E1%BB%A3i-%C4%91i%E1%BB%81u-t%E1%BB%8Fi-%E1%BB%9Bt-%C4%90%E1%BB%93-%C4%83n-v%E1%BA%B7t-Vi%E1%BB%87t-Nam-%C4%82n-v%E1%BA%B7t-NAMKEN-i.848701656.14491886374?extraParams=%7B%22display_model_id%22%3A49034256972%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134201-23030-b5b2ceh1p8nv46_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-64%","Gà lá chanh chà bông gà Khô gà bơ tỏi xé cay ,khô bò sợi, điều tỏi ớt - Đồ ăn vặt Việt Nam - Ăn vặt NAMKEN","17.640","Đã bán 30k+","","Rẻ Vô Địch"
"https://shopee.vn/Combo-b%C3%A1nh-tr%C3%A1ng-mu%E1%BB%91i-t%C3%A9p-h%C3%A0nh-H%E1%BB%A6-B%C6%A0-L%E1%BB%9AN-(250g-b%C3%A1nh)-i.94916928.18953008000?extraParams=%7B%22display_model_id%22%3A281662854056%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134201-7r98o-m0bkgt0nf2xbee_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-27%","Combo bánh tráng muối tép hành + HỦ BƠ LỚN (250g bánh)","72.352","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6",""
"https://shopee.vn/B%C3%A1nh-que-Ticky-Socola-S%E1%BB%AFa-Th%C3%A1i-Lan-h%E1%BB%99p-20g-6que--i.242644740.20049932188?extraParams=%7B%22display_model_id%22%3A295949104112%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lymhfd0evsr14c_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-12%","Bánh que Ticky Socola Sữa Thái Lan |hộp 20g/ 6que|","22.000","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6",""
"https://shopee.vn/-SI%C3%8AU-HOT-H%C6%B0%E1%BB%9Bng-d%C6%B0%C6%A1ng-nguy%C3%AAn-v%E1%BB%8B-g%C3%B3i-55g-.-h%C6%B0%E1%BB%9Bng-d%C6%B0%C6%A1ng-wings-i.1100723261.29155584263?extraParams=%7B%22display_model_id%22%3A108407495501%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lxui7tr8o1qxc9_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","[SIÊU HOT] Hướng dương nguyên vị gói 55g . hướng dương wings","5.550","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a","Rẻ Vô Địch"
"https://shopee.vn/T%E1%BB%95ng-h%E1%BB%A3p-c%C3%A1c-lo%E1%BA%A1i-%C4%91%E1%BB%93-%C4%83n-v%E1%BA%B7t-cay-x%C3%BAc-x%C3%ADch-%C4%91%C3%B9i-v%E1%BB%8Bt-ch%C3%A2n-g%C3%A0-thanh-cua-...-Combo-%C4%83n-v%E1%BA%B7t-Trung-Qu%E1%BB%91c-i.164323548.2776665483?extraParams=%7B%22display_model_id%22%3A49231908567%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mgqcta8rs4ct80_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","Tổng hợp các loại đồ ăn vặt cay xúc xích , đùi vịt, chân gà, thanh cua ... - Combo ăn vặt Trung Quốc","7.600","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a",""
"https://shopee.vn/Set-Tra%CC%80-S%C6%B0%CC%83a-T%C6%B0%CC%A3-Pha-Tr%C3%A2n-Ch%C3%A2u-%C4%90%C6%B0%C6%A1%CC%80ng-%C4%90en-THE-GARDEN-Nguy%C3%AAn-Li%C3%AA%CC%A3u-La%CC%80m-Tra%CC%80-S%C6%B0%CC%83a-Phu%CC%81c-Long-Matcha-10-v%E1%BB%8B-6-8-Ly-i.55718056.14155706616?extraParams=%7B%22display_model_id%22%3A168981681153%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m57i18it7pkm0c_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-20%","Set Trà Sữa Tự Pha Trân Châu Đường Đen  THE GARDEN, Nguyên Liệu Làm Trà Sữa Phúc Long, Matcha 10 vị 6-8 Ly","12.000","Đã bán 600k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","Rẻ Vô Địch"
"https://shopee.vn/B%E1%BB%99t-pudding-g%C3%B3i-100g-si%C3%AAu-ngon-h%E1%BA%A5p-d%E1%BA%ABn-9-v%E1%BB%8B-Pudding-tr%E1%BB%A9ng-socola-khoai-m%C3%B4n-d%C6%B0a-l%C6%B0%E1%BB%9Bi-s%E1%BB%AFa-%C4%91%C3%A0o-d%C3%A2u-s%C3%A9t-nguy%C3%AAn-li%E1%BB%87u-Hucha-i.953692037.22825339169?extraParams=%7B%22display_model_id%22%3A39515985334%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-ljx0cyfkngdwc1_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4e4msq1vr2a","-26%","Bột pudding gói 100g siêu ngon hấp dẫn 9 vị - Pudding trứng socola khoai môn dưa lưới sữa đào dâu, sét nguyên liệu Hucha","29.000","Đã bán 70k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","Rẻ Vô Địch"
"https://shopee.vn/Combo-1kg-Xo%C3%A0i-s%E1%BA%A5y-d%E1%BA%BBo-M%E1%BA%B9-R%C3%B4.-C%C3%B3-h%E1%BB%93-s%C6%A1-c%C3%B4ng-b%E1%BB%91-xu%E1%BA%A5t-h%C3%B3a-%C4%91%C6%A1n-c%C3%B4ng-ty-%C4%91%E1%BA%A7u-%C4%91%E1%BB%A7-i.104828612.23083057421?extraParams=%7B%22display_model_id%22%3A59707936744%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lwsi8qdajc2jbe_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-38%","Combo 1kg Xoài sấy dẻo Mẹ Rô. Có hồ sơ công bố, xuất hóa đơn công ty đầu đủ","185.000","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a",""
"https://shopee.vn/G%C3%93I-20g-B%C3%81NH-TR%C3%81NG-3-GOAT-FOOD-T%C3%82Y-NINH-TR%E1%BB%98N-S%E1%BA%B4N-%C4%90%E1%BB%A6-V%E1%BB%8A-(t%E1%BB%8Fi-d%E1%BA%A7u-xike-t%C3%B4m-cay-ph%C3%B4-mai-rong-bi%E1%BB%83n)-i.1377258224.27863581841?extraParams=%7B%22display_model_id%22%3A59492298984%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m1qqlxj8hjdf91_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-2%","GÓI 20g - BÁNH TRÁNG 3 GOAT FOOD TÂY NINH TRỘN SẴN ĐỦ VỊ (tỏi dầu, xike,tôm cay, phô mai, rong biển)","7.056","Đã bán 60k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","Rẻ Vô Địch"
"https://shopee.vn/-CH%C3%8DNH-H%C3%83NG-QU%C3%80-Gi%E1%BA%A5m-T%C3%A1o-H%E1%BB%AFu-C%C6%A1-M%E1%BB%B9-Bragg-C%C3%B3-Gi%E1%BA%A5m-C%C3%A1i-D%E1%BA%A5m-T%C3%A1o-Detox-Eatclean-Vi%E1%BB%87t-Th%C3%A1i-Organic-i.74256265.24016099426?extraParams=%7B%22display_model_id%22%3A148534718880%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-me8avn0461afff_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-30%","[CHÍNH HÃNG + QUÀ] Giấm Táo Hữu Cơ Mỹ Bragg Có Giấm Cái - Dấm Táo Detox Eatclean Việt Thái Organic","175.000","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a",""
"https://shopee.vn/Combo-snack-t%C4%83m-cay-%C4%91en-bim-que-cay-%C4%91en-Aluowa-%C4%91%E1%BB%93-%C4%83n-v%E1%BA%B7t-c%E1%BB%95ng-tr%C6%B0%E1%BB%9Dng-(g%C3%B3i-20g)-i.91680258.5429546535?extraParams=%7B%22display_model_id%22%3A159203396079%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lyun0wga7oel09_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-10%","Combo snack tăm cay đen, bim que cay đen Aluowa, đồ ăn vặt cổng trường (gói 20g)","17.500","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6",""
"https://shopee.vn/%E3%80%90PHI%C3%8AN-B%E1%BA%A2N-M%E1%BB%9AI-T%E1%BA%B6NG-50G%E3%80%91Ng%C5%A9-c%E1%BB%91c-Calbee-Nh%E1%BA%ADt-%C4%82n-Eatclean-Mix-S%E1%BB%AFa-Tr%C3%A1i-C%C3%A2y-Granola-%C4%82n-S%C3%A1ng-Vi%E1%BB%87t-Th%C3%A1i-i.74256265.3752220793?extraParams=%7B%22display_model_id%22%3A214874564530%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m5y3tlq0w0fq30_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-42%","【PHIÊN BẢN MỚI +TẶNG 50G】Ngũ cốc Calbee Nhật Ăn Eatclean Mix Sữa Trái Cây Granola Ăn Sáng Việt Thái","127.500","Đã bán 200k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a","Rẻ Vô Địch"
