"contents href","inset-y-0 src","w-full src","absolute","line-clamp-2","mr-0 src","font-medium","truncate","truncate 2","truncate 3"
"https://shopee.vn/T%C3%BAi-x%C3%A1ch-n%E1%BB%AF-t%C3%BAi-c%E1%BA%A7m-tay-%C4%91eo-ch%C3%A9o-da-tr%C6%A1n-basic-th%E1%BB%9Di-th%C6%B0%E1%BB%A3ng-hottrend-LK519-i.117698101.28953426974?extraParams=%7B%22display_model_id%22%3A157352072439%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lwsildf2gyxle1_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-37%","Túi xách nữ túi cầm tay đeo chéo da trơn basic thời thượng hottrend LK519","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","69.000","Đã bán 10k+","",""
"https://shopee.vn/4-C%C3%81I-T%C3%BAi-x%C3%A1ch-nh%E1%BB%B1a-trong-su%E1%BB%91t-%C4%91a-n%C4%83ng-ti%E1%BB%87n-l%E1%BB%A3i-i.419602606.23570631601?extraParams=%7B%22display_model_id%22%3A89423828826%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lhvdc90jrds5b5_tn.webp","","","4 CÁI --Túi xách nhựa trong suốt đa năng tiện lợi","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","28.000","Đã bán 20k+","",""
"https://shopee.vn/Balo-Ulzzang-H%C3%A0n-Qu%E1%BB%91c-nam-n%E1%BB%AF-ch%E1%BB%91ng-n%C6%B0%E1%BB%9Bc-Balo-%C4%91i-h%E1%BB%8Dc-th%E1%BB%9Di-trang-m%C3%A0u-pastel-Belle-Bag-BL04-i.975629330.19177192015?extraParams=%7B%22display_model_id%22%3A175780934605%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-mbmnsdvle9kkf8_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-25%","Balo Ulzzang Hàn Quốc nam nữ chống nước , Balo đi học thời trang màu pastel Belle Bag BL04","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","149.000","Đã bán 40k+","",""
"https://shopee.vn/T%C3%9AI-TOTE-%C4%90EO-CH%C3%89O-TH%E1%BB%9CI-TRANG-V%E1%BA%A2I-CANVAS-PHONG-C%C3%81CH-ULZZANG-%C4%90%E1%BB%82-S%C3%81CH-A4-i.46844480.9743294936?extraParams=%7B%22display_model_id%22%3A226822997398%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-mcbludkue3qbbd_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-12%","TÚI TOTE ĐEO CHÉO THỜI TRANG VẢI CANVAS PHONG CÁCH ULZZANG ĐỂ SÁCH A4","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","66.150","Đã bán 20k+","",""
"https://shopee.vn/Balo-THE-DAY-YOU-WENT-AWAY-%C4%91%E1%BB%B1ng-v%E1%BB%ABa-kh%E1%BB%95-A4-%C4%91i-h%E1%BB%8Dc-%C4%91i-ch%C6%A1i-%C4%91i-du-l%E1%BB%8Bch-i.98228316.21759416535?extraParams=%7B%22display_model_id%22%3A183884428049%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/sg-11134201-22110-78y20phjydjv79_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-11%","Balo THE DAY YOU WENT AWAY đựng vừa khổ A4 đi học đi chơi đi du lịch","","16.899","Đã bán 10k+","","Rẻ Vô Địch"
"https://shopee.vn/T%C3%BAi-%C4%91eo-ch%C3%A9o-v%E1%BA%A3i-canvas-gi%C3%A1-r%E1%BA%BB-%C4%91i-h%E1%BB%8Dc-%C4%91%E1%BB%B1ng-v%E1%BB%ABa-A4-phong-c%C3%A1ch-h%C3%A0n-qu%E1%BB%91c-i.605750321.14227903841?extraParams=%7B%22display_model_id%22%3A193781681318%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/ac65dcdd27a4eb03d751b66c4017361d_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-43%","Túi đeo chéo vải canvas giá rẻ đi học đựng vừa A4 phong cách hàn quốc","","51.000","Đã bán 10k+","",""
"https://shopee.vn/T%C3%BAi-%C4%91eo-ch%C3%A9o-2-quai-d%C3%A1ng-h%E1%BB%99p-da-tr%C6%A1n-h%C3%A0ng-h%C3%B3t-m%E1%BA%ABu-m%E1%BB%9Bi-i.39515297.23738982065?extraParams=%7B%22display_model_id%22%3A231481041941%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lfl73mrrgak58b_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-23%","Túi đeo chéo 2 quai dáng hộp da trơn hàng hót mẫu mới","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","69.000","Đã bán 10k+","",""
"https://shopee.vn/T%C3%9AI-%C4%90EO-CH%C3%89O-N%E1%BB%AE-C%E1%BB%B0C-CH%E1%BA%A4T-3-NG%C4%82N-LO%E1%BA%A0I-1-GT-410-i.13242697.3319266821?extraParams=%7B%22display_model_id%22%3A14343058186%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/3127fdbdc80855ef9cdae38bb737abe2_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-32%","TÚI ĐEO CHÉO NỮ CỰC CHẤT 3 NGĂN LOẠI 1 GT 410","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","95.000","Đã bán 20k+","10% Giảm","Rẻ Vô Địch"
"https://shopee.vn/T%C3%BAi-X%C3%A1ch-N%E1%BB%AF-%C4%90eo-Ch%C3%A9o-%F0%9F%94%B8MINT-STORE%F0%9F%94%B8-T%C3%BAi-K%E1%BA%B9p-N%C3%A1ch-%C4%90eo-Vai-Da-M%E1%BB%81m-Tr%C6%A1n-PK-201-i.173083569.5093981087?extraParams=%7B%22display_model_id%22%3A93308943765%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/13e36e62c98873a51968e6821f5995d4_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-30%","Túi Xách Nữ Đeo Chéo 🔸MINT STORE🔸 Túi Kẹp Nách Đeo Vai Da Mềm Trơn PK 201","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","76.500","Đã bán 30k+","","Rẻ Vô Địch"
"https://shopee.vn/T%C3%BAi-X%C3%A1ch-%C4%90eo-Vai-V%E1%BA%A3i-Canvas-%C4%90eo-Ch%C3%A9o-Phong-C%C3%A1ch-Nh%E1%BA%ADt-B%E1%BA%A3n-Th%E1%BB%9Di-Trang-Cho-Nam-N%E1%BB%AF-i.233399499.18257481536?extraParams=%7B%22display_model_id%22%3A127262965453%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m0yacx652qzz18_tn.webp","","-54%","Túi Xách Đeo Vai Vải Canvas Đeo Chéo Phong Cách Nhật Bản Thời Trang Cho Nam Nữ","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","69.000","Đã bán 20k+","Giảm 10k₫",""
"https://shopee.vn/T%C3%BAi-x%C3%A1ch-n%E1%BB%AF-%C4%91eo-ch%C3%A9o-%C4%91eo-vai-VINICHY-size-20cm-HA508-B-i.199849377.29003203021?extraParams=%7B%22display_model_id%22%3A246046462306%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lwp9x1gsuo63f8_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs40liesmpza4","-20%","Túi xách nữ đeo chéo, đeo vai VINICHY size 20cm HA508 B","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a","108.000","Đã bán 10k+","",""
"https://shopee.vn/balo-%C4%91i-h%E1%BB%8Dc-balo-to-(-Size-40)-ho%E1%BA%A1-ti%E1%BA%BFt-hoa-tr%E1%BA%AFng-si%C3%AAu-%C4%91%E1%BA%B9p-r%E1%BB%99ng-d%C3%A3i-%C4%91a-n%C4%83ng-ti%E1%BB%87n-d%E1%BB%A5ng-i.155696943.22626453639?extraParams=%7B%22display_model_id%22%3A89552098865%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mer0cz9o5jwj08_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-1%","balo đi học, balo to ( Size 40) hoạ tiết hoa trắng siêu đẹp rộng dãi đa năng tiện dụng","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","91.000","Đã bán 20k+","",""
"https://shopee.vn/V%C3%AD-mini-%C4%91%E1%BB%B1ng-ti%E1%BB%81n-th%E1%BA%BB-th%E1%BB%9Di-trang-VACHINO-nhi%E1%BB%81u-m%C3%A0u-VN005-i.609104620.16983644948?extraParams=%7B%22display_model_id%22%3A185434279941%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/54a38be0493f38679447cb1101b5802d_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs40liesmpza4","","Ví mini đựng tiền thẻ thời trang VACHINO nhiều màu-VN005","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","49.000","Đã bán 30k+","",""
"https://shopee.vn/T%C3%BAi-X%C3%A1ch-N%E1%BB%AF-%C4%90eo-Ch%C3%A9o-N%E1%BB%AF-%C4%90%E1%BA%B9p-Da-M%E1%BB%81m-Quai-D%C3%BAm-Hottrend-i.2293307.6160324467?extraParams=%7B%22display_model_id%22%3A77632173514%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/a7a266c056706d5f778ba655b8a08713_tn.webp","","-41%","Túi Xách Nữ Đeo Chéo Nữ Đẹp Da Mềm Quai Dúm Hottrend","","58.999","Đã bán 20k+","","Rẻ Vô Địch"
"https://shopee.vn/T%C3%BAi-X%C3%A1ch-N%E1%BB%AF-%C4%90eo-Ch%C3%A9o-%C3%94-Tr%C3%A1m-N%E1%BA%AFp-G%E1%BA%ADp-HAPAS-TDC20138-i.201171779.8612813290?extraParams=%7B%22display_model_id%22%3A167333922255%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mjo7txq5tds22a_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs40liesmpza4","-15%","Túi Xách Nữ Đeo Chéo Ô Trám Nắp Gập HAPAS - TDC20138","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","495.550","Đã bán 50k+","",""
"https://shopee.vn/T%C3%BAi-x%C3%A1ch-n%E1%BB%AF-%C4%91eo-ch%C3%A9o-%C4%91eo-vai-%C4%91i-ch%C6%A1i-%C4%91i-h%E1%BB%8Dc-VINICHY-da-%C4%91%E1%BA%B9p-th%E1%BB%9Di-trang-cao-c%E1%BA%A5p-size-21cm-HA280-i.199849377.18754817018?extraParams=%7B%22display_model_id%22%3A107574461700%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lwntjoon1ae356_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs40liesmpza4","-22%","Túi xách nữ đeo chéo, đeo vai đi chơi, đi học VINICHY, da đẹp, thời trang cao cấp size 21cm HA280","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a","144.000","Đã bán 30k+","",""
"https://shopee.vn/T%C3%BAi-JAC-H%C3%A0ng-Lo%E1%BA%A1i-1-Quai-B%E1%BA%A3n-To-Da-B%C3%B3ng-Size-20cm-K%C3%A8m-H%E1%BB%99p-Lo%E1%BA%A1i-%C4%90%E1%BA%B9p-M%E1%BA%ABu-M%E1%BB%9Bi-2025-i.1039844003.25084686496?extraParams=%7B%22display_model_id%22%3A138247279588%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m75zec4tfdqw37_tn.webp","","-39%","Túi JAC Hàng Loại 1 Quai Bản To Da Bóng Size 20cm Kèm Hộp Loại Đẹp Mẫu Mới 2025","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","219.000","Đã bán 100k+","",""
"https://shopee.vn/T%C3%BAi-X%C3%A1ch-N%E1%BB%AF-%C4%90%E1%BA%B9p-H%C3%A0n-Qu%E1%BB%91c-2-Quai-jinpinju-K%C3%A8m-D%C3%A2y-%C4%90eo-Ch%C3%A9o-Ki%E1%BB%83u-D%C3%A1ng-Basic-PK-687-i.173083569.8493385795?extraParams=%7B%22display_model_id%22%3A59753166682%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lusn9osojz0y00_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-41%","Túi Xách Nữ Đẹp Hàn Quốc 2 Quai jinpinju Kèm Dây Đeo Chéo Kiểu Dáng Basic PK 687","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","62.000","Đã bán 20k+","",""
"https://shopee.vn/V%C3%AD-n%E1%BB%AF-nh%E1%BB%8F-MS-80907-h%C3%A0ng-u-tfull-box-k%C3%A8m-%E1%BA%A3nh-th%E1%BA%ADt-Hana-Bag-i.368223637.3291787469?extraParams=%7B%22display_model_id%22%3A225751370559%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m9g5xp1p16dj3a_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-32%","Ví nữ nhỏ [MS 80907] hàng u tfull box kèm ảnh thật - Hana Bag","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","115.000","Đã bán 10k+","",""
"https://shopee.vn/Balo-Laptop-ch%E1%BB%91ng-s%E1%BB%91c-C%E1%BA%B7p-%C4%90%E1%BB%B1ng-Laptop-d%C3%B9ng-%C4%91i-h%E1%BB%8Dc-%C4%91i-l%C3%A0m-%C4%91i-ch%C6%A1i-c%C3%B3-c%E1%BB%95ng-s%E1%BA%A1c-i.13986205.10986262833?extraParams=%7B%22display_model_id%22%3A231543246086%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/00674c6cc6e68a78d8c1ed699061c512_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-36%","Balo Laptop chống sốc Cặp Đựng Laptop dùng đi học, đi làm, đi chơi có cổng sạc","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","89.000","Đã bán 10k+","",""
"https://shopee.vn/-HEA-T%C3%BAi-X%C3%A1ch-N%E1%BB%AF-CHEESE-BLET-H%C3%A0ng-C%C3%B3-S%E1%BA%B5n-HEAVEN-SHOP-i.761911663.27081380664?extraParams=%7B%22display_model_id%22%3A198461018810%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-mcumofgch8dpa2_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs40liesmpza4","-27%","[HEA] Túi Xách Nữ CHEESE BLET & Hàng Có Sẵn - HEAVEN SHOP","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a","219.999","Đã bán 10k+","Giảm 11k₫","Rẻ Vô Địch"
"https://shopee.vn/Combo-Balo-4-M%C3%B3n-%C4%90i-H%E1%BB%8Dc-C%E1%BA%B7p-Th%E1%BB%9Di-Trang-Xuongbalothuthao-SET-4-M%C3%93N-THE-DAY-YOU-WENT-AWAY-i.98228316.16140065444?extraParams=%7B%22display_model_id%22%3A194226908614%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/1da7e4fab955158214ad7c10373d5f86_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","Combo Balo 4 Món Đi Học, Cặp Thời Trang Xuongbalothuthao - SET 4 MÓN THE DAY YOU WENT AWAY","","20.000","Đã bán 10k+","",""
"https://shopee.vn/V%C3%AD-Yuumy-(Th%E1%BB%9Di-trang-n%E1%BB%AF-n%E1%BA%AFp-g%E1%BA%ADp-c%E1%BB%A1-nh%E1%BB%8F-V%C3%AD-m%C3%B3c-kh%C3%B3a-da-YMK10)-i.35557774.3388362762?extraParams=%7B%22display_model_id%22%3A35494904252%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/sg-11134201-825zx-mjxgqtitjjszd2_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs40liesmpza4","-30%","Ví Yuumy (Thời trang nữ nắp gập cỡ nhỏ - Ví móc khóa da YMK10)","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","35.000","Đã bán 20k+","",""
"https://shopee.vn/Seagloca-V%C3%AD-ng%E1%BA%AFn-thi%E1%BA%BFt-k%E1%BA%BF-g%E1%BA%ADp-%C4%91%C3%B4i-ch%E1%BA%A5t-l%C6%B0%E1%BB%A3ng-cao-th%E1%BB%9Di-trang-cho-n%E1%BB%AF-353-i.271962763.6351335935?extraParams=%7B%22display_model_id%22%3A70925341558%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/cn-11134207-7qukw-ljwimf1q3motac_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-32%","Seagloca Ví ngắn thiết kế gập đôi chất lượng cao thời trang cho nữ 353","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","112.187","Đã bán 30k+","12% Giảm",""
"https://shopee.vn/T%C3%BAi-x%C3%A1ch-n%E1%BB%AF-B%C3%A1o-Store-t%C3%BAi-tote-%C4%91eo-vai-c%C3%B4ng-s%E1%BB%9F-da-PU-cao-c%E1%BA%A5p-Th%E1%BB%9Di-trang-V%E1%BB%ABa-A4-t%E1%BA%B7ng-m%C3%B3c-kh%C3%B3a-TXN100-i.1488368324.29980799022?extraParams=%7B%22display_model_id%22%3A139297510572%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m21xjwyjde5af2_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-37%","Túi xách nữ Báo Store túi tote đeo vai công sở da PU cao cấp Thời trang Vừa A4 tặng móc khóa TXN100","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mfjl4hy7rsi3b3","68.999","Đã bán 20k+","","Rẻ Vô Địch"
"https://shopee.vn/V%C3%AD-ng%E1%BA%AFn-LABER-LEE-c%E1%BA%A7m-tay-nhi%E1%BB%81u-ng%C4%83n-%C4%91%E1%BB%B1ng-th%E1%BA%BB-%C4%91a-n%C4%83ng-th%E1%BB%9Di-trang-cho-n%E1%BB%AF-i.154695030.17512694174?extraParams=%7B%22display_model_id%22%3A96998125346%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/sg-11134201-23010-csrkdpzcxymvc0_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs40liesmpza4","-49%","Ví ngắn LABER LEE cầm tay nhiều ngăn đựng thẻ đa năng thời trang cho nữ","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","91.800","Đã bán 10k+","",""
"https://shopee.vn/T%C3%BAi-quai-x%C3%A1ch-n%E1%BB%AF-t%C3%BAi-c%E1%BA%A7m-tay-d%C3%A1ng-c%E1%BB%91p-da-th%C3%AAu-ph%E1%BB%91i-b%C3%B4ng-hoa-xinh-x%E1%BA%AFn-k%C3%A8m-d%C3%A2y-da-ph%E1%BB%91i-x%C3%ADch-%C4%91eo-ch%C3%A9o-LK346-i.117698101.22451003965?extraParams=%7B%22display_model_id%22%3A59337121393%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lkawg3z6ylk873_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-9%","Túi quai xách nữ túi cầm tay dáng cốp da thêu phối bông hoa xinh xắn kèm dây da phối xích đeo chéo LK346","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","89.900","Đã bán 20k+","",""
"https://shopee.vn/T%C3%BAi-X%C3%A1ch-N%E1%BB%AF-Mini-%C4%90eo-Ch%C3%A9o-H%C3%A0ng-Qu%E1%BA%A3ng-Ch%C3%A2u-Si%C3%AAu-Hot-TD09-i.293308941.7154166119?extraParams=%7B%22display_model_id%22%3A71141129861%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lugedwnua1hu53_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-49%","Túi Xách Nữ Mini Đeo Chéo, Hàng Quảng Châu Siêu Hot TD09","","17.871","Đã bán 30k+","","Rẻ Vô Địch"
"https://shopee.vn/T%C3%BAi-%C4%91eo-vai-n%E1%BB%AF-LESAC-Charis-Bag-(02-m%C3%A0u-s%E1%BA%AFc)-i.156771885.10575010592?extraParams=%7B%22display_model_id%22%3A150503484102%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lsxkxu4iffyx9d_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs40liesmpza4","-23%","Túi đeo vai nữ LESAC Charis Bag (02 màu sắc)","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mfjl4hy7rsi3b3","382.500","Đã bán 50k+","",""
"https://shopee.vn/T%C3%BAi-x%C3%A1ch-n%E1%BB%AF-d%E1%BB%85-th%C6%B0%C6%A1ng-bassic-t%E1%BA%B7ng-m%C3%B3c-n%C6%A1-Zuliashop8386-i.689963242.26611761575?extraParams=%7B%22display_model_id%22%3A119374072944%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m0cu1znnk6p9e7_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-31%","Túi xách nữ dễ thương bassic tặng móc nơ Zuliashop8386","","89.000","Đã bán 20k+","Giảm 5k₫",""
"https://shopee.vn/T%C3%BAi-x%C3%A1ch-n%E1%BB%AF-%C4%91%E1%BA%B9p-%C4%91eo-ch%C3%A9o-k%E1%BA%B9p-n%C3%A1ch-%C4%91eo-vai-da-pu-cao-c%E1%BA%A5p-n%E1%BA%AFp-g%E1%BA%ADp-d%C3%A1ng-tr%C6%A1n-m%C3%A0u-s%E1%BA%AFc-basic-d%E1%BB%85-ph%E1%BB%91i-%C4%91%E1%BB%93-i.335147950.15828486071?extraParams=%7B%22display_model_id%22%3A133334038340%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lo6pmd2ah1fv02_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs40liesmpza4","-48%","Túi xách nữ đẹp đeo chéo kẹp nách đeo vai da pu cao cấp nắp gập dáng trơn màu sắc basic dễ phối đồ","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a","145.000","Đã bán 20k+","",""
"https://shopee.vn/V%C3%AD-V%E1%BA%A3i-%C4%90%E1%BB%A9ng-Chic-Pocket-Nam-N%E1%BB%AF-Polyester-B%E1%BB%81n-%C4%90%E1%BA%B9p-Tr%C6%B0%E1%BB%A3t-N%C6%B0%E1%BB%9Bc-Unisex-local-brand-Midori-M-Studio-i.9770997.9551957578?extraParams=%7B%22display_model_id%22%3A182474533597%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mjnoh3pt63gg6a_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs40liesmpza4","-36%","Ví Vải Đứng Chic Pocket Nam Nữ Polyester Bền Đẹp Trượt Nước Unisex local brand Midori M Studio","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","159.263","Đã bán 20k+","","Rẻ Vô Địch"
"https://shopee.vn/Balo-da-tr%C6%A1n-nam-n%E1%BB%AF-%C4%91i-h%E1%BB%8Dc-c%E1%BA%B7p-s%C3%A1ch-th%E1%BB%9Di-trang-%C4%91%C6%A1n-gi%E1%BA%A3n-nhi%E1%BB%81u-ng%C4%83n-c%C3%B3-ng%C4%83n-b%C3%AD-m%E1%BA%ADt-ch%E1%BB%91ng-s%E1%BB%91c-BL29-i.127745989.25258609297?extraParams=%7B%22display_model_id%22%3A257412203062%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-ly53e68gz1k16b_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-40%","Balo da trơn nam nữ đi học cặp sách thời trang đơn giản nhiều ngăn có ngăn bí mật chống sốc BL29","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","145.000","Đã bán 20k+","Giảm 6k₫",""
"https://shopee.vn/Balo-%C4%91i-h%E1%BB%8Dc-ulzzang-nam-n%E1%BB%AF-balo-da-pu-tr%C6%A1n-th%E1%BB%9Di-trang-ch%E1%BB%91ng-n%C6%B0%E1%BB%9Bc-c%C3%A1-t%C3%ADnh-%C4%91%E1%BB%B1ng-v%E1%BB%ABa-laptop-15-6-inch-BL23-i.127745989.19486545868?extraParams=%7B%22display_model_id%22%3A166237279692%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lop9qyta24979a_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-33%","Balo đi học ulzzang nam nữ balo da pu trơn thời trang chống nước cá tính đựng vừa laptop 15 6 inch BL23","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","146.346","Đã bán 10k+","Giảm 6k₫","Rẻ Vô Địch"
"https://shopee.vn/T%C3%BAi-tote-v%E1%BA%A3i-canvas-Helo-munu-Labubu-n%E1%BB%AF-%C4%91%E1%BB%B1ng-v%E1%BB%ABa-laptop-c%E1%BB%A1-l%E1%BB%9Bn-%C4%91eo-vai-phong-c%C3%A1ch-Nh%E1%BA%ADt-B%E1%BA%A3n-%C4%91i-h%E1%BB%8Dc-%C4%91i-ch%C6%A1i-%C4%91i-l%C3%A0m-i.178471663.13527165343?extraParams=%7B%22display_model_id%22%3A49445848808%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mk0pmey3w8w7b7_tn.webp","","-37%","Túi tote vải canvas Helo munu,Labubu nữ đựng vừa laptop cỡ lớn đeo vai phong cách Nhật Bản,đi học đi chơi đi làm","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","62.000","Đã bán 20k+","Giảm 5k₫",""
