"contents href","inset-y-0 src","w-full src","absolute","line-clamp-2","mr-0 src","font-medium","truncate","p-px src","km:text-[0","truncate 3"
"https://shopee.vn/M%C3%A1y-S%E1%BA%A5y-T%C3%B3c-2-Chi%E1%BB%81u-N%C3%B3ng-L%E1%BA%A1nh-C%C3%B4ng-Su%E1%BA%A5t-L%E1%BB%9Bn-3500W.-M%C3%A1y-s%E1%BA%A5y-t%C3%B3c-c%C3%B4ng-su%E1%BA%A5t-l%E1%BB%9Bn-(B%E1%BA%A3o-h%C3%A0nh-l%E1%BB%97i-1-%C4%91%E1%BB%95i-1)-ST1-Hot-i.530321532.25750322162?extraParams=%7B%22display_model_id%22%3A256436999754%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mghtq1jzlfd95a_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-14%","Máy Sấy Tóc 2 Chiều Nóng Lạnh Công Suất Lớn 3500W. Máy sấy tóc công suất lớn (Bảo hành lỗi 1 đổi 1) - ST1 Hot","","95.000","Đã bán 200k+","https://down-vn.img.susercontent.com/file/vn-11134258-7ras8-m0h2cd40nde732_tn.webp","Đang bán chạy",""
"https://shopee.vn/M%C3%A1y-S%E1%BA%A5y-T%C3%B3c-2-Chi%E1%BB%81u-N%C3%B3ng-L%E1%BA%A1nh-C%C3%B4ng-Su%E1%BA%A5t-L%E1%BB%9Bn-2300W-3-Ch%E1%BA%BF-%C4%90%E1%BB%99-S%E1%BA%A5y-T%E1%BA%A1o-Ki%E1%BB%83u-%C4%90a-N%C4%83ng-Ch%C4%83m-S%C3%B3c-T%C3%B3c-Salon-K%C3%A8m-M%E1%BB%8F-V%E1%BB%8Bt-ST2-i.541656789.25364796150?extraParams=%7B%22display_model_id%22%3A49407007260%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134201-7r98o-ls2c2x4ivp0u39_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-29%","Máy Sấy Tóc 2 Chiều Nóng Lạnh Công Suất Lớn 2300W, 3 Chế Độ Sấy, Tạo Kiểu Đa Năng Chăm Sóc Tóc Salon Kèm Mỏ Vịt - ST2","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","95.000","Đã bán 300k+","https://down-vn.img.susercontent.com/file/vn-11134258-7ras8-m0h2cd40nde732_tn.webp","Đang bán chạy",""
"https://shopee.vn/D%E1%BA%A7u-G%E1%BB%99i-D%C6%B0%E1%BB%A3c-Li%E1%BB%87u-Nguy%C3%AAn-Xu%C3%A2n-Xanh-D%C6%B0%E1%BB%A1ng-T%C3%B3c-365g-KM-35g-gi%C3%A1-kh%C3%B4ng-%C4%91%E1%BB%95i-i.204172029.4187609198?extraParams=%7B%22display_model_id%22%3A110037531073%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mjsj2slwqz28d8_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4gryuhsef63","-28%","Dầu Gội Dược Liệu Nguyên Xuân Xanh Dưỡng Tóc 365g KM 35g - giá không đổi","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","133.000","Đã bán 200k+","https://down-vn.img.susercontent.com/file/vn-11134258-7ras8-m0h2cd40nde732_tn.webp","Đã bán 16",""
"https://shopee.vn/S%E1%BB%AFa-T%E1%BA%AFm-Lifebuoy-800gr-Detox-V%C3%A0-S%E1%BA%A1ch-S%C3%A2u-Kh%E1%BB%8Fi-B%E1%BB%A5i-M%E1%BB%8Bn-Pm2.5-Detox-100-T%E1%BB%AB-Thi%C3%AAn-Nhi%C3%AAn-Di%E1%BB%87t-Khu%E1%BA%A9n-i.111138057.2855276371?extraParams=%7B%22display_model_id%22%3A127956863967%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-miwutwlpan0md6_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-15%","Sữa Tắm Lifebuoy 800gr Detox Và Sạch Sâu Khỏi Bụi Mịn Pm2.5 Detox 100% Từ Thiên Nhiên Diệt Khuẩn","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mfjl4hy7rsi3b3","200.000","Đã bán 800k+","https://down-vn.img.susercontent.com/file/vn-11134258-7ras8-m0h2cd40nde732_tn.webp","Đã bán 3",""
"https://shopee.vn/B%E1%BB%99-24-Mi%E1%BA%BFng-D%C3%A1n-M%C3%B3ng-Tay-B%E1%BA%B1ng-Silicone-Ch%E1%BA%A5t-L%C6%B0%E1%BB%A3ng-Cao-i.729762059.18774230094?extraParams=%7B%22display_model_id%22%3A221047979416%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/sg-11134201-23020-dvf5t2viuvnv31_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-59%","Bộ 24 Miếng Dán Móng Tay Bằng Silicone Chất Lượng Cao","","2.721","Đã bán 1000k+","","",""
"https://shopee.vn/M%E1%BA%B7t-N%E1%BA%A1-D%C6%B0%E1%BB%A1ng-Da-B%E1%BB%95-Sung-Vitamin-Cho-Da-BANOBAGI-Vita-Mask-30ml-i.167114296.25251128289?extraParams=%7B%22display_model_id%22%3A185077078253%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lo5bir6xo77va6_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-14%","Mặt Nạ Dưỡng Da, Bổ Sung Vitamin Cho Da BANOBAGI Vita Mask 30ml","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","19.000","Đã bán 300k+","","",""
"https://shopee.vn/M%E1%BA%B7t-n%E1%BA%A1-d%C6%B0%E1%BB%A1ng-da-m%E1%BA%B7t-n%E1%BA%A1-d%C6%B0%E1%BB%A1ng-tr%E1%BA%AFng-c%E1%BA%A5p-%E1%BA%A9m-m%E1%BB%9D-th%C3%A2m-b%E1%BB%95-sung-collagen-tinh-ch%E1%BA%A5t-%E1%BB%91c-s%C3%AAn-N%E1%BB%99i-%C4%90%E1%BB%8Ba-Trung-i.419934030.6892510792?extraParams=%7B%22display_model_id%22%3A275943198279%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-md31r1581dtr92_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-53%","Mặt nạ dưỡng da, mặt nạ dưỡng trắng cấp ẩm mờ thâm bổ sung collagen tinh chất ốc sên Nội Địa Trung","","71.092","Đã bán 3000k+","","",""
"https://shopee.vn/B%E1%BB%99-2-n%C6%B0%E1%BB%9Bc-t%E1%BA%A9y-trang-%C4%91a-n%C4%83ng-3in1-t%C6%B0%C6%A1i-m%C3%A1t-L'Oreal-Paris-(xanh-d%C6%B0%C6%A1ng-nh%E1%BA%A1t)-400ml-i.37251933.3854824846?extraParams=%7B%22display_model_id%22%3A41189873971%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/sg-11134201-8261f-mjnoi3a94k5f2b_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-21%","Bộ 2 nước tẩy trang đa năng 3in1 tươi mát L'Oreal Paris (xanh dương nhạt) 400ml","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mfjl4hy7rsi3b3","379.000","Đã bán 200k+","https://down-vn.img.susercontent.com/file/vn-11134258-7ras8-m0h2cd40nde732_tn.webp","Đã bán 2","Giảm 60k₫"
"https://shopee.vn/Serum-ch%E1%BB%91ng-n%E1%BA%AFng-c%C6%A1-th%E1%BB%83-Vaseline-50x-b%E1%BA%A3o-v%E1%BB%87-da-v%E1%BB%9Bi-SPF-50-PA-gi%C3%BAp-da-s%C3%A1ng-h%C6%A1n-g%E1%BA%A5p-2X-300ml-i.111138057.5386949803?extraParams=%7B%22display_model_id%22%3A35079674933%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mf94n9gx80zs5e_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-27%","Serum chống nắng cơ thể Vaseline 50x bảo vệ da với SPF 50+ PA++++ giúp da sáng hơn gấp 2X 300ml","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mfjl4hy7rsi3b3","149.000","Đã bán 300k+","","",""
"https://shopee.vn/Derma-Forte-15g-Gamma-B%E1%BA%A3n-Th%C6%B0%E1%BB%9Dng-Advanced-Gel-Gi%C3%BAp-Gi%E1%BA%A3m-M%E1%BB%A5n-Tr%E1%BB%A9ng-C%C3%A1-Ng%E1%BB%ABa-Th%C3%A2m-M%E1%BB%9D-S%E1%BA%B9o-Da-D%E1%BA%A7u-M%E1%BB%A5n-Dr-Th%C3%AAm-i.18363975.2421653980?extraParams=%7B%22display_model_id%22%3A202807050650%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mil3maw9huyq36_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-26%","Derma Forte 15g - Gamma, Bản Thường / Advanced, Gel Giúp Giảm Mụn Trứng Cá, Ngừa Thâm, Mờ Sẹo, Da Dầu Mụn - Dr Thêm","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","122.000","Đã bán 400k+","","",""
"https://shopee.vn/S%E1%BB%AFa-D%C6%B0%E1%BB%A1ng-Th%E1%BB%83-NIVEA-S%C3%A1ng-Da-Ban-%C4%90%C3%AAm-8-Super-Foods-(350-ml)-%E2%80%93-98412-i.61922582.1042697070?extraParams=%7B%22display_model_id%22%3A70443119120%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134201-7ras8-maldsoxymg1tee_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-18%","Sữa Dưỡng Thể NIVEA Sáng Da Ban Đêm 8 Super Foods (350 ml) – 98412","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","130.000","Đã bán 300k+","https://down-vn.img.susercontent.com/file/vn-11134258-7ras8-m0h2cd40nde732_tn.webp","Đã bán 20",""
"https://shopee.vn/Kem-T%E1%BA%A9y-T%E1%BA%BF-B%C3%A0o-Ch%E1%BA%BFt-Dove-L%E1%BB%B1u-%C4%90%E1%BB%8F-S%C3%A1ng-M%E1%BB%8Bn-Ch%C4%83m-Da-D%C6%B0%E1%BB%A1ng-Tr%E1%BA%AFng-Da-Hi%E1%BB%87u-Qu%E1%BA%A3-298g-i.564686591.24886052323?extraParams=%7B%22display_model_id%22%3A280885157675%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-mcke0akscmcif8_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-57%","Kem Tẩy Tế Bào Chết Dove Lựu Đỏ Sáng Mịn, Chăm Da Dưỡng Trắng Da Hiệu Quả 298g","","68.999","Đã bán 5k+","","",""
"https://shopee.vn/M%C3%A1y-S%E1%BA%A5y-T%C3%B3c-2-Chi%E1%BB%81u-N%C3%B3ng-L%E1%BA%A1nh-C%C3%B4ng-Su%E1%BA%A5t-L%E1%BB%9Bn-3500W-M%C3%A1y-S%E1%BA%A5y-T%C3%B3c-T%E1%BA%A1o-Ki%E1%BB%83u-Chu%E1%BA%A9n-Salon-i.1365706261.26512201292?extraParams=%7B%22display_model_id%22%3A271990235268%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mhbjtu7sm6195d_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-36%","Máy Sấy Tóc 2 Chiều Nóng Lạnh Công Suất Lớn 3500W - Máy Sấy Tóc Tạo Kiểu Chuẩn Salon","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","95.000","Đã bán 300k+","","",""
"https://shopee.vn/-CH%C3%8DNH-H%C3%83NG-Dove-Serum-d%C6%B0%E1%BB%A1ng-s%C3%A1ng-kh%E1%BB%AD-m%C3%B9i-Dove-d%C3%A0nh-cho-n%E1%BB%AF-v%E1%BB%9Bi-3-Niacinamide-gi%C3%BAp-da-s%C3%A1ng-m%E1%BB%8Bn-%C4%91%E1%BB%81u-m%C3%A0u-40ml-t%E1%BB%91t-nh%C6%B0-l%C4%83n-i.111138057.6931969733?extraParams=%7B%22display_model_id%22%3A79311380279%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-miwu1rw5ogsma1_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-18%","[CHÍNH HÃNG] Dove Serum dưỡng sáng khử mùi Dove dành cho nữ với 3% Niacinamide giúp da sáng mịn đều màu 40ml tốt như lăn","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mfjl4hy7rsi3b3","86.000","Đã bán 800k+","","",""
"https://shopee.vn/-MUA-3-GI%E1%BA%A2M-50-SUMMER-Body-Mist-Unisex-H%E1%BA%B9n-H%C3%B2-X%E1%BB%8Bt-Th%C6%A1m-To%C3%A0n-Th%C3%A2n-N%C6%B0%E1%BB%9Bc-Hoa-Nam-N%E1%BB%AF-BODYMISS-100ml-i.1255723336.26857988054?extraParams=%7B%22display_model_id%22%3A266593742091%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mes26vfiapz663_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-34%","[MUA 3 GIẢM 50% SUMMER] Body Mist Unisex Hẹn Hò Xịt Thơm Toàn Thân Nước Hoa Nam Nữ BODYMISS 100ml","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","79.000","Đã bán 300k+","","",""
"https://shopee.vn/Ph%E1%BA%A5n-m%C3%A1-h%E1%BB%93ng-m%E1%BB%8Bn-l%C3%AC-chu%E1%BA%A9n-m%C3%A0u-Maybelline-Fit-Me-Blush-4.5g-i.37252407.20553741301?extraParams=%7B%22display_model_id%22%3A182697851075%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/sg-11134201-8262q-mjx4a5rnlpmr75_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-10%","Phấn má hồng mịn lì chuẩn màu Maybelline Fit Me Blush 4.5g","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mfjl4hy7rsi3b3","169.000","Đã bán 200k+","https://down-vn.img.susercontent.com/file/vn-11134258-7ras8-m0h2cd40nde732_tn.webp","Đang bán chạy","8% Giảm"
"https://shopee.vn/M%C3%A1y-ch%C3%A0-g%C3%B3t-ch%C3%A2n-ch%E1%BA%A1y-%C4%91i%E1%BB%87n-Chuy%C3%AAn-D%E1%BB%A5ng-Kh%C3%B4ng-G%C3%A2y-Ti%E1%BA%BFng-%E1%BB%92n-t%E1%BA%A9y-T%E1%BA%BF-B%C3%A0o-Ch%E1%BA%BFt-t%E1%BA%A1i-nh%C3%A0-d%C3%B9ng-cho-ti%E1%BB%87m-nail-i.130158819.17893641242?extraParams=%7B%22display_model_id%22%3A178000181094%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mgiw3bpw0lcef4_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-22%","Máy chà gót chân chạy điện Chuyên Dụng Không Gây Tiếng Ồn tẩy Tế Bào Chết tại nhà dùng cho tiệm nail","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","95.000","Đã bán 2k+","","",""
"https://shopee.vn/Gel-r%E1%BB%ADa-m%E1%BA%B7t-gi%E1%BA%A3m-m%E1%BB%A5n-l%C3%A0m-s%E1%BA%A1ch-s%C3%A2u-cho-da-d%E1%BA%A7u-nam-n%E1%BB%AF-La-Roche-Posay-Effaclar-Foaming-Gel-400ml-i.37251700.1335573348?extraParams=%7B%22display_model_id%22%3A30443119928%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/sg-11134201-82622-mjztjg48f0g452_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-11%","Gel rửa mặt giảm mụn, làm sạch sâu cho da dầu nam & nữ La Roche-Posay Effaclar Foaming Gel 400ml","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mfjl4hy7rsi3b3","583.000","Đã bán 200k+","https://down-vn.img.susercontent.com/file/vn-11134258-7ras8-m0h2cd40nde732_tn.webp","Đã bán 8","12% Giảm"
"https://shopee.vn/-Combo-10m-M%E1%BA%B7t-n%E1%BA%A1-n%E1%BB%99i-%C4%91%E1%BB%8Ba-trung-cao-c%E1%BA%A5p-c%C3%A1c-lo%E1%BA%A1i-gi%C3%BAp-c%E1%BA%A5p-%E1%BA%A9m-tr%E1%BA%AFng-da-ki%E1%BB%81m-d%E1%BA%A7u-se-kh%C3%ADt-l%E1%BB%97-ch%C3%A2n-l%C3%B4ng-i.988782189.18379095022?extraParams=%7B%22display_model_id%22%3A235419112116%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m6qmy9wn8e2gfe_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-1%","[Combo 10m] Mặt nạ nội địa trung cao cấp các loại, giúp cấp ẩm, trắng da, kiềm dầu, se khít lỗ chân lông","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","25.740","Đã bán 200k+","","","1% Giảm"
"https://shopee.vn/B%E1%BA%A3ng-Ph%E1%BA%A5n-T%E1%BA%A1o-Kh%E1%BB%91i-B%E1%BA%AFt-S%C3%A1ng-4-%C3%94-JUDYDOLL-Highlight-Contour-Palette-M%E1%BB%8Fng-M%E1%BB%8Bn-D%E1%BB%85-t%C3%A1n-Chu%E1%BA%A9n-m%C3%A0u-3D-L%C3%A2u-tr%C3%B4i-9g-i.341989119.19111977125?extraParams=%7B%22display_model_id%22%3A296876119548%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/sg-11134201-82608-mk27mb9cvnd24e_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-38%","Bảng Phấn Tạo Khối Bắt Sáng 4 Ô JUDYDOLL Highlight & Contour Palette Mỏng Mịn Dễ tán Chuẩn màu 3D Lâu trôi 9g","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","84.150","Đã bán 300k+","https://down-vn.img.susercontent.com/file/vn-11134258-7ras8-m0h2cd40nde732_tn.webp","Đã bán 35",""
"https://shopee.vn/-100k-6-H%E1%BB%99p-L%C3%B4ng-Mi-Gi%E1%BA%A3-KH%C3%94NG-s%E1%BA%B5n-keo-Lookme-Star-(mua-6-h%E1%BB%99p-t%E1%BA%B7ng-1-nh%C3%ADp-1-keo)-i.240304467.29376782033?extraParams=%7B%22display_model_id%22%3A119404598695%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mhzxfzd6fe9x84_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-35%","[100k/ 6 Hộp] Lông Mi Giả KHÔNG sẵn keo Lookme Star (mua 6 hộp tặng 1 nhíp +1 keo)","","32.000","Đã bán 600k+","","",""
"https://shopee.vn/Ph%E1%BA%A5n-ph%E1%BB%A7-Black-Magnet-CARSLAN-l%C3%A2u-tr%C3%B4i-ki%E1%BB%81m-d%E1%BA%A7u-24-gi%E1%BB%9D-8g-i.382964977.23723955361?extraParams=%7B%22display_model_id%22%3A88603708127%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/cn-11134207-820l4-mhsiu2ao6uir8c_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-45%","Phấn phủ Black Magnet CARSLAN lâu trôi kiềm dầu 24 giờ 8g","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","275.100","Đã bán 300k+","https://down-vn.img.susercontent.com/file/vn-11134258-7ras8-m0h2cd40nde732_tn.webp","Đang bán chạy","Giảm 8k₫"
"https://shopee.vn/-DI%E1%BB%86N-M%E1%BA%A0O-M%E1%BB%9AI-S%E1%BB%AFa-R%E1%BB%ADa-M%E1%BA%B7t-Simple-l%C3%A0nh-t%C3%ADnh-v%C3%A0-hi%E1%BB%87u-qu%E1%BA%A3-cho-m%E1%BB%8Di-lo%E1%BA%A1i-da-150ml-i.111138057.8587034871?extraParams=%7B%22display_model_id%22%3A94020101025%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mf94kvh033f0e9_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-7%","[DIỆN MẠO MỚI] Sữa Rửa Mặt Simple lành tính và hiệu quả cho mọi loại da 150ml","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mfjl4hy7rsi3b3","123.000","Đã bán 500k+","","",""
"https://shopee.vn/M%E1%BA%B7t-n%E1%BA%A1-c%E1%BA%A5p-%E1%BA%A9m-d%C6%B0%E1%BB%A1ng-tr%E1%BA%AFng-da-BNBG-Mask-30ml-i.167114296.6431692082?extraParams=%7B%22display_model_id%22%3A16832738882%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m2j0as4h3id02f_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-15%","Mặt nạ cấp ẩm dưỡng trắng da BNBG Mask 30ml","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","22.000","Đã bán 300k+","","",""
"https://shopee.vn/B%C3%B4ng-t%E1%BA%A9y-trang-3-l%E1%BB%9Bp-Cotton-Pads-T%C3%BAi-222-mi%E1%BA%BFng-2021-i.274028659.5945693195?extraParams=%7B%22display_model_id%22%3A190958114988%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-llu5rzo901y735_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","Bông tẩy trang 3 lớp Cotton Pads Túi 222 miếng 2021","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","18.000","Đã bán 300k+","","",""
"https://shopee.vn/Xi%CC%A3t-khoa%CC%81-ne%CC%82%CC%80n-trang-%C4%91i%E1%BB%83m-CARSLAN-l%C3%A2u-tr%C3%B4i-v%C3%A0-ki%E1%BB%83m-so%C3%A1t-d%E1%BA%A7u-tr%C3%AAn-da-50ml-i.382964977.9617853957?extraParams=%7B%22display_model_id%22%3A73798039817%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/cn-11134207-820l4-mivvjepyz4lge1_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-43%","Xịt khoá nền trang điểm CARSLAN lâu trôi và kiểm soát dầu trên da 50ml","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","127.900","Đã bán 300k+","https://down-vn.img.susercontent.com/file/vn-11134258-7ras8-m0h2cd40nde732_tn.webp","Đã bán 24","Giảm 8k₫"
"https://shopee.vn/M%C3%A1y-C%E1%BA%A1o-R%C3%A2u-Mini-2-L%C6%B0%E1%BB%A1i-M%C3%A1y-C%E1%BA%A1o-R%C3%A2u-%C4%90a-N%C4%83ng-Nh%E1%BB%8F-G%E1%BB%8Dn-Ti%E1%BB%87n-L%E1%BB%A3i-MCR04-R2-i.543219209.23954476143?extraParams=%7B%22display_model_id%22%3A245650637780%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134201-7r98o-llk42pxcsgjs44_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-2%","Máy Cạo Râu Mini 2 Lưỡi - Máy Cạo Râu Đa Năng Nhỏ Gọn Tiện Lợi MCR04 - R2","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","119.000","Đã bán 433","","",""
"https://shopee.vn/S%E1%BB%AFa-d%C6%B0%E1%BB%A1ng-th%E1%BB%83-da-s%C3%A1ng-t%E1%BB%A9c-th%C3%AC-Vaseline-350ml-320ml-chai-(t%C3%B9y-%C4%91%E1%BB%A3t-nh%E1%BA%ADp-h%C3%A0ng)-i.111138057.2855276529?extraParams=%7B%22display_model_id%22%3A40138629354%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mggajvs60ufg39_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-25%","Sữa dưỡng thể da sáng tức thì Vaseline 350ml/320ml/chai (tùy đợt nhập hàng)","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mfjl4hy7rsi3b3","113.000","Đã bán 800k+","","",""
"https://shopee.vn/M%C3%A1y-c%E1%BA%A1o-r%C3%A2u-%C4%91a-n%C4%83ng-3in1-cao-c%E1%BA%A5p-ch%E1%BB%91ng-n%C6%B0%E1%BB%9Bc-chu%E1%BA%A9n-b%E1%BA%A3o-h%C3%A0nh-l%E1%BB%97i-%C4%91%E1%BB%95i-m%E1%BB%9Bi-TENZATEK-i.718578899.25784352643?extraParams=%7B%22display_model_id%22%3A243495387249%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lzfy3972s141a7_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-21%","Máy cạo râu đa năng 3in1 cao cấp chống nước chuẩn , bảo hành lỗi đổi mới - TENZATEK","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","198.000","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7ras8-m0h2cd40nde732_tn.webp","Đang bán chạy",""
"https://shopee.vn/Serum-Tinh-Ch%E1%BA%A5t-M%E1%BB%8Dc-T%C3%B3c-Gi%E1%BA%A3m-G%C3%A0u-Th%E1%BA%A3o-D%C6%B0%E1%BB%A3c-K%C3%ADch-Th%C3%ADch-M%E1%BB%8Dc-T%C3%B3c-Gi%E1%BA%A3m-N%E1%BA%A5m-Ng%E1%BB%A9a-Gi%C3%BAp-T%C3%B3c-Ch%E1%BA%AFc-V%C3%A0-Kho%E1%BA%BB-i.1331843550.28510204237?extraParams=%7B%22display_model_id%22%3A445332993520%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-mc7gh7ry3r2t2d_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-57%","Serum Tinh Chất Mọc Tóc Giảm Gàu , Thảo Dược Kích Thích Mọc Tóc Giảm Nấm Ngứa, Giúp Tóc Chắc Và Khoẻ","","89.000","Đã bán 200k+","https://down-vn.img.susercontent.com/file/vn-11134258-7ras8-m0h2cd40nde732_tn.webp","Đang bán chạy",""
