"contents href","inset-y-0 src","w-full src","absolute","line-clamp-2","truncate","font-medium","truncate 3","mr-0 src"
"https://shopee.vn/K%E1%BA%B9p-t%C3%B3c-d%C3%B9ng-gi%E1%BB%AF-t%C3%B3c-khi-trang-%C4%91i%E1%BB%83m-thi%E1%BA%BFt-k%E1%BA%BF-ti%E1%BB%87n-l%E1%BB%A3i-ch%E1%BA%A5t-l%C6%B0%E1%BB%A3ng-cao-i.295618092.4454173868?extraParams=%7B%22display_model_id%22%3A71141511904%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/8ae3073c9c3609f3377b2a4258440990_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","Kẹp tóc dùng giữ tóc khi trang điểm thiết kế tiện lợi chất lượng cao","","14.039","Đã bán 200k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6"
"https://shopee.vn/%F0%9F%90%BEPOP-D%E1%BB%85-Th%C6%B0%C6%A1ng-V%C3%B2ng-%C4%90eo-Tay-H%C3%ACnh-M%C3%A8o-hello-kitty-B%C6%B0%E1%BB%9Bm-Tr%C3%A1i-Tim-C%C3%B3-Chu%C3%B4ng-Xinh-X%E1%BA%AFn-i.1329041493.28207929035?extraParams=%7B%22display_model_id%22%3A129370657866%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/cn-11134211-7ras8-mch9dwziuyob76_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","","🐾POP Dễ Thương Vòng Đeo Tay Hình Mèo hello kitty / Bướm / Trái Tim Có Chuông Xinh Xắn","","9.020","Đã bán 70k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6"
"https://shopee.vn/Nh%E1%BA%ABn-nam-ROSI-ACCESSORIES-nh%E1%BA%ABn-titan-th%C3%A9p-kh%C3%B4ng-g%E1%BB%89-th%E1%BB%9Di-trang-c%C3%A1-t%C3%ADnh-(M%C3%A0u-B%E1%BA%A1c)-i.57040335.8675108155?extraParams=%7B%22display_model_id%22%3A194946321132%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/8356171e1883f26745e7fed62d296e56_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4e4msq1vr2a","-8%","Nhẫn nam ROSI ACCESSORIES, nhẫn titan thép không gỉ thời trang cá tính (Màu Bạc)","","11.000","Đã bán 70k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6"
"https://shopee.vn/T%E1%BA%A5t-g%C3%A2n-tr%C6%A1n-cao-c%E1%BB%95-h%E1%BB%8Da-ti%E1%BA%BFt-Retro-G3-01-i.39923306.7905331947?extraParams=%7B%22display_model_id%22%3A265878819746%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lqdo53hxnrxzb9_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-18%","Tất gân trơn cao cổ họa tiết Retro G3-01","Rẻ Vô Địch","9.790","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a"
"https://shopee.vn/%C3%94-d%C3%B9-che-m%C6%B0a-%C4%91i-n%E1%BA%AFng-Sumio-d%C3%B9-12-nan-10-8-nan-2-l%E1%BB%9Bp-m%E1%BB%9F-t%E1%BB%B1-%C4%91%E1%BB%99ng-g%E1%BA%A5p-g%E1%BB%8Dn-nh%E1%BB%8F-c%E1%BA%A7m-tay-2-chi%E1%BB%81u-%C4%91i-du-l%E1%BB%8Bch-c%E1%BB%A1-l%E1%BB%9Bn-to-cho-%C3%B4-t%C3%B4-i.2630589.10686216949?extraParams=%7B%22display_model_id%22%3A138778277034%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mghpycylrswacb_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4e4msq1vr2a","-32%","Ô dù che mưa đi nắng Sumio dù 12 nan 10 8 nan 2 lớp mở tự động gấp gọn nhỏ cầm tay 2 chiều đi du lịch cỡ lớn to cho ô tô","","54.400","Đã bán 300k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6"
"https://shopee.vn/K%E1%BA%B9p-T%C3%B3c-B%E1%BB%87n-H%C3%ACnh-Ch%E1%BB%AF-a-Phong-C%C3%A1ch-H%C3%A0n-Qu%E1%BB%91c-D%E1%BB%85-Th%C6%B0%C6%A1ng-L%C3%A0m-Qu%C3%A0-T%E1%BA%B7ng-Sinh-Nh%E1%BA%ADt-Cho-H%E1%BB%8Dc-Sinh-i.267584559.18395972273?extraParams=%7B%22display_model_id%22%3A242127645088%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/cn-11134207-7r98o-lpbytr9d06vree_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","Kẹp Tóc Bện Hình Chữ a Phong Cách Hàn Quốc Dễ Thương Làm Quà Tặng Sinh Nhật Cho Học Sinh","","23.220","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6"
"https://shopee.vn/T%E1%BA%A5t-n%E1%BB%AF-c%E1%BB%95-cao-phong-c%C3%A1ch-vintage-h%C3%A0n-qu%E1%BB%91c-v%E1%BB%9B-n%E1%BB%AF-c%E1%BB%95-cao-nhi%E1%BB%81u-m%C3%A0u-i.157404536.4513650551?extraParams=%7B%22display_model_id%22%3A12590794181%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-mb82gpqtalrn62_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","Tất nữ cổ cao phong cách vintage hàn quốc vớ nữ cổ cao nhiều màu","","11.700","Đã bán 400k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6"
"https://shopee.vn/B%C4%83ng-%C4%91%C3%B4-r%E1%BB%ADa-m%E1%BA%B7t-tai-th%E1%BB%8F-tai-m%C3%A8o-d%E1%BB%83-th%C6%B0%C6%A1ng-ti%E1%BB%87n-d%E1%BB%A5ng-phong-c%C3%A1ch-h%C3%A0n-qu%E1%BB%91c-i.1270348.9475079498?extraParams=%7B%22display_model_id%22%3A240542053720%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/716b87972e89d1993e4364547b5837c8_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-40%","Băng đô rửa mặt tai thỏ tai mèo dể thương tiện dụng phong cách hàn quốc","Rẻ Vô Địch","22.769","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a"
"https://shopee.vn/T%E1%BA%A5t-v%E1%BB%9B-nam-n%E1%BB%AF-basic-ch%E1%BA%A5t-li%E1%BB%87u-v%E1%BA%A3i-cotton-m%E1%BB%81m-m%E1%BB%8Bn-tho%C3%A1ng-kh%C3%AD-ch%E1%BB%91ng-h%C3%B4i-ch%C3%A2n-Loraa-Shop-i.1214790710.25621474847?extraParams=%7B%22display_model_id%22%3A291702638388%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-ltg3gvhg9zpm5e_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-47%","Tất vớ nam nữ basic chất liệu vải cotton mềm mịn thoáng khí chống hôi chân - Loraa Shop","","15.900","Đã bán 200k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a"
"https://shopee.vn/T%E1%BA%A5t-n%E1%BB%AF-c%E1%BB%95-cao-Mr.Socks-m%E1%BA%ABu-s%E1%BB%8Dc-g%C3%A2n-v%E1%BB%9B-c%E1%BB%95-cao-tr%C6%A1n-m%C3%A0u-ch%E1%BA%A5t-v%E1%BA%A3i-co-gi%C3%A3n-4-chi%E1%BB%81u-d%C3%A0y-d%E1%BA%B7n-tho%C3%A1ng-kh%C3%AD-OAS-1701-1DOI-i.998933780.23060263821?extraParams=%7B%22display_model_id%22%3A177930395174%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lq4a2x4wdp7675_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-38%","Tất nữ cổ cao Mr.Socks mẫu sọc gân, vớ cổ cao trơn màu chất vải co giãn 4 chiều, dày dặn thoáng khí - OAS-1701-1DOI","Rẻ Vô Địch","11.900","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d"
"https://shopee.vn/G%C4%83ng-Tay-Ch%E1%BB%91ng-N%E1%BA%AFng-X%E1%BB%8F-Ng%C3%B3n-Ch%E1%BA%A5t-D%C3%A0y-Co-Gi%C3%A3n-4-Chi%E1%BB%81uCh%E1%BB%91ng-Tia-UV-C%E1%BB%B1c-T%E1%BB%91t-HGMART-i.499986778.18896536582?extraParams=%7B%22display_model_id%22%3A255789319755%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-mado5ny92orca8_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","Găng Tay Chống Nắng Xỏ Ngón Chất Dày Co Giãn 4 ChiềuChống Tia UV Cực Tốt HGMART","","12.000","Đã bán 2k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d"
"https://shopee.vn/D%C3%A2y-bu%E1%BB%99c-t%C3%B3c-co-gi%C3%A3n-h%C3%ACnh-c%C3%A1c-lo%E1%BA%A1i-tr%C3%A1i-c%C3%A2y-d%E1%BB%85-th%C6%B0%C6%A1ng-%C4%91%C3%A1ng-y%C3%AAu-cho-n%E1%BB%AF-i.426999246.5989354864?extraParams=%7B%22display_model_id%22%3A65504929898%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/8177aace337243c2550292a8409f8e2b_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-31%","Dây buộc tóc co giãn hình các loại trái cây dễ thương đáng yêu cho nữ","","17.661","Đã bán 90k+",""
"https://shopee.vn/M%E1%BA%AFt-k%C3%ADnh-n%E1%BB%AF-nam-gi%E1%BA%A3-c%E1%BA%ADn-ch%E1%BB%AF-V-r%C3%A2m-m%C3%A1t-ch%E1%BB%91ng-tia-UV-g%E1%BB%8Dng-k%C3%ADnh-c%E1%BA%ADn-th%E1%BB%9Di-trang-phong-c%C3%A1ch-H%C3%A0n-Qu%E1%BB%91c-ABICA-017-i.341024473.8655779569?extraParams=%7B%22display_model_id%22%3A138704324583%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mgn7k2hgb66nb7_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","","Mắt kính nữ nam giả cận chữ V râm mát chống tia UV gọng kính cận thời trang phong cách Hàn Quốc ABICA 017","","23.000","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mfjl4hy7rsi3b3"
"https://shopee.vn/K%E1%BA%B9p-t%C3%B3c-c%C3%A0ng-cua-3-5-r%C4%83ng-phong-c%C3%A1ch-H%C3%A0n-Qu%E1%BB%91c-ph%E1%BB%A5-ki%E1%BB%87n-hottrend-cho-n%E1%BB%AF-%C4%91%E1%BA%B9p-LAGU-Accessories-i.790047531.17681666802?extraParams=%7B%22display_model_id%22%3A128899023060%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/b9085241f35d7508c00c8851aa536e1c_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","Kẹp tóc càng cua 3 5 răng phong cách Hàn Quốc phụ kiện hottrend cho nữ đẹp LAGU Accessories","","10.000","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a"
"https://shopee.vn/(S%E1%BB%89-gi%C3%A1-t%E1%BB%AB-630-%C4%91%E1%BB%93ng-d%C3%A2y-ib)-Set-10-D%C3%A2y-bu%E1%BB%99c-t%C3%B3c-hoa-c%C3%BAc-ho%E1%BA%A1-mi-H%C3%A0n-Qu%E1%BB%91c-hot-trend-ZB14Z-QU%C3%80-T%E1%BA%B6NG-KH%C3%81CH-H%C3%80NG-1K-1K-i.150833285.5221865436?extraParams=%7B%22display_model_id%22%3A109133229694%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/4a6935449923d85486c800190f4bd5cd_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","(Sỉ giá từ 630 đồng/dây ib) Set 10 Dây buộc tóc hoa cúc hoạ mi Hàn Quốc hot trend ZB14Z -  QUÀ TẶNG KHÁCH HÀNG 1K #1K","","15.000","Đã bán 100k+",""
"https://shopee.vn/T%E1%BA%A5t-n%E1%BB%AF-c%E1%BB%95-cao-Ladi-OFFICIAL-STORE-m%C3%A3-T08-ch%E1%BA%A5t-cotton-3-m%C3%A0u-%C4%90en-Tr%E1%BA%AFng-Kem-i.1262335629.27700571909?extraParams=%7B%22display_model_id%22%3A270722322052%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-milex54df2mf29_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-11%","Tất nữ cổ cao Ladi OFFICIAL STORE mã T08 chất cotton 3 màu Đen/Trắng/Kem","Rẻ Vô Địch","7.990","Đã bán 700k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d"
"https://shopee.vn/M%C3%A0u-Gradient-Tr%E1%BB%A9ng-Hoa-L%E1%BA%A5y-K%E1%BA%B9p-N%E1%BB%AF-N%E1%BB%ADa-Tie-T%C3%B3c-Cu%E1%BB%99n-D%C3%A2y-V%E1%BB%ABa-T%C3%B3c-C%C3%A1-M%E1%BA%ADp-K%E1%BA%B9p-T%C3%B3c-M%C5%A9-%C4%90%E1%BB%99i-%C4%90%E1%BA%A7u-2024-i.1028490195.24768734160?extraParams=%7B%22display_model_id%22%3A245471515460%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/sg-11134201-7rcfc-lstkzscx2wsifa_tn.webp","","-7%","Màu Gradient Trứng Hoa Lấy Kẹp Nữ Nửa Tie Tóc Cuộn Dây Vừa Tóc Cá Mập Kẹp Tóc Mũ Đội Đầu 2024","","16.705","Đã bán 80k+",""
"https://shopee.vn/%F0%9F%92%9ECherry%F0%9F%92%9E-K%E1%BA%B9p-T%C3%B3c-Acrylic-H%C3%ACnh-Bi%E1%BB%83u-T%C6%B0%E1%BB%A3ng-C%E1%BA%A3m-X%C3%BAc-Y%C3%AAn-T%C4%A9nh-Ch%E1%BB%91ng-M%E1%BB%93-H%C3%B4i-K%E1%BA%B9p-T%C3%B3c-H%C3%ACnh-Emoji-i.890100515.18889611132?extraParams=%7B%22display_model_id%22%3A222319139222%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/cn-11134211-7ras8-m84p277945ua63_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","💞Cherry💞 Kẹp Tóc Acrylic Hình Biểu Tượng Cảm Xúc Yên Tĩnh Chống Mồ Hôi,Kẹp Tóc Hình Emoji","","3.990","Đã bán 90k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6"
"https://shopee.vn/-Combo3-G%C4%83ng-Tay-Ch%E1%BB%91ng-N%E1%BA%AFng-UV-UPF-Cao-C%E1%BA%A5p-UPPER-YOU-X%E1%BB%8F-Ng%C3%B3n-Kh%C3%B4ng-X%E1%BB%8F-Ng%C3%B3n-Thun-L%E1%BA%A1nh-Co-Gi%C3%A3n-4-Chi%E1%BB%81u-OTX01-OTK01-i.834756665.24923899517?extraParams=%7B%22display_model_id%22%3A166418085377%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134211-820l4-mhtz4ms0nhfo97_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs40liesmpza4","-50%","[Combo3] Găng Tay Chống Nắng UV UPF+ Cao Cấp UPPER YOU Xỏ Ngón, Không Xỏ Ngón Thun Lạnh Co Giãn 4 Chiều - OTX01/OTK01","Rẻ Vô Địch","39.500","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d"
"https://shopee.vn/Ahelligirl-M%E1%BB%9Bi-L%E1%BB%9Bn-Ng%E1%BB%8Dt-Ng%C3%A0o-B%C3%A9-G%C3%A1i-Nhi%E1%BB%81u-M%C3%A0u-S%E1%BA%AFc-%C4%90u%C3%B4i-Ng%E1%BB%B1a-Scrunchies-T%C3%B3c-B%C4%83ng-%C4%90%C3%B4-D%C3%A2y-Bu%E1%BB%99c-T%C3%B3c-i.180772792.28312389415?extraParams=%7B%22display_model_id%22%3A166701944271%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/sg-11134201-7rdvq-m0mfwm35uadgd2_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","","Ahelligirl Mới Lớn Ngọt Ngào Bé Gái Nhiều Màu Sắc Đuôi Ngựa Scrunchies Tóc Băng Đô Dây Buộc Tóc","","11.100","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d"
"https://shopee.vn/T%E1%BA%A5t-C%E1%BB%95-Cao-N%E1%BB%AF-H%E1%BB%8Da-Ti%E1%BA%BFt-Ch%E1%BB%AF-C-V%E1%BB%A1-C%E1%BB%95-Cao-H%E1%BB%8Da-Ti%E1%BA%BFt-Ch%E1%BB%AF-C-V%E1%BA%A3i-Cotton-M%E1%BB%81m-M%E1%BB%8Bn-i.450935124.15295625804?extraParams=%7B%22display_model_id%22%3A275974225107%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/sg-11134201-22120-rq2eg2v8zskvae_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-38%","Tất Cổ Cao Nữ Họa Tiết Chữ C, Vỡ Cổ Cao Họa Tiết Chữ C Vải Cotton Mềm Mịn","","14.900","Đã bán 100k+",""
"https://shopee.vn/K%E1%BA%B9p-T%C3%B3c-H%C3%ACnh-Tr%C3%A1i-Tim-D%E1%BB%85-Th%C6%B0%C6%A1ng-Ki%E1%BB%83u-H%C3%A0n-Qu%E1%BB%91c-1-C%C3%A1i-i.295618092.23245932497?extraParams=%7B%22display_model_id%22%3A177714729467%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/sg-11134201-7qvdv-li7awnyq4u2x74_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","Kẹp Tóc Hình Trái Tim Dễ Thương Kiểu Hàn Quốc 1 Cái","","10.499","Đã bán 80k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6"
"https://shopee.vn/Th%E1%BA%AFt-l%C6%B0ng-nam-da-PU-kh%C3%B3a-t%E1%BB%B1-%C4%91%E1%BB%99ng-d%C3%A2y-lu%E1%BB%93n-trong-phong-c%C3%A1ch-hi%E1%BB%87n-%C4%91%E1%BA%A1i-TL90-i.85252593.13029640323?extraParams=%7B%22display_model_id%22%3A123110253737%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mi34v3jykdmu16_tn.webp","","-34%","Thắt lưng nam da PU khóa tự động, dây luồn trong phong cách hiện đại TL90","","33.000","Đã bán 90k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6"
"https://shopee.vn/Kh%E1%BA%A9u-trang-v%E1%BA%A3i-su-c%C3%B3-%C4%91i%E1%BB%81u-ch%E1%BB%89nh-d%C3%A2y-ch%E1%BB%91ng-tia-UV-m%C3%A0u-omber-si%C3%AAu-xinh-i.8458890.23125922190?extraParams=%7B%22display_model_id%22%3A98615203046%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lhe98g697q43ed_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-7%","Khẩu trang vải su có điều chỉnh dây chống tia UV màu omber siêu xinh","Rẻ Vô Địch","13.999","Đã bán 80k+",""
"https://shopee.vn/K%E1%BA%B9p-T%C3%B3c-BB-H%C3%ACnh-Ng%C3%B4i-Sao-N%C4%83m-C%C3%A1nh-B%E1%BA%B1ng-Kim-Lo%E1%BA%A1i-D%E1%BB%85-Th%C6%B0%C6%A1ng-Ng%E1%BB%8Dt-Ng%C3%A0o-Cho-N%E1%BB%AF-i.178706384.23728804367?extraParams=%7B%22display_model_id%22%3A193966979373%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/sg-11134201-23030-g7dm7ko7u6nve1_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","Kẹp Tóc BB Hình Ngôi Sao Năm Cánh Bằng Kim Loại Dễ Thương Ngọt Ngào Cho Nữ","","7.699","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6"
"https://shopee.vn/C%E1%BA%B7p-G%C4%83ng-Tay-L%E1%BB%A5a-B%C4%83ng-Ch%E1%BB%91ng-N%E1%BA%AFng-Ch%E1%BB%91ng-Tia-UV-Tho%C3%A1ng-Kh%C3%AD-Ch%C3%A2%CC%81t-L%C6%B0%C6%A1%CC%A3ng-Cao-i.80205807.9736042663?extraParams=%7B%22display_model_id%22%3A255413473898%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/sg-11134201-7qve7-lh8t8hkotk2i74_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","Cặp Găng Tay Lụa Băng Chống Nắng Chống Tia UV Thoáng Khí Chất Lượng Cao","","19.440","Đã bán 80k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6"
"https://shopee.vn/B%E1%BB%99-12-mi%E1%BA%BFng-d%C3%A1n-gi%E1%BB%AF-t%C3%B3c-phong-c%C3%A1ch-H%C3%A0n-Qu%E1%BB%91c-ti%E1%BB%87n-d%E1%BB%A5ng-d%C3%A0nh-cho-n%E1%BB%AF-i.76221279.3603098141?extraParams=%7B%22display_model_id%22%3A8506923082%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/c6d9a42e296291af77326bf4e6a3f0f0_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","Bộ 12 miếng dán giữ tóc phong cách Hàn Quốc tiện dụng dành cho nữ","","30.360","Đã bán 80k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6"
"https://shopee.vn/Kh%C4%83n-Lau-K%C3%ADnh-%C4%90a-N%C4%83ng-Chuy%C3%AAn-D%E1%BB%A5ng-Lau-M%E1%BA%AFt-K%C3%ADnh-C%E1%BA%ADn-Lau-%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-M%E1%BA%AFt-K%C3%ADnh-MEME-KH%C4%82N-LAU--i.998924637.25612000935?extraParams=%7B%22display_model_id%22%3A166329596598%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lr883ktil7rtbe_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","Khăn Lau Kính Đa Năng Chuyên Dụng - Lau Mắt Kính Cận Lau Điện Thoại Mắt Kính MEME [KHĂN LAU]","","6.000","Đã bán 80k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a"
"https://shopee.vn/T%E1%BA%A5t-ch%C3%A2n-c%E1%BB%95-ng%E1%BA%AFn-nam-n%E1%BB%AF-tr%C6%A1n-m%C3%A0u-GOMTAT-v%E1%BB%9B-tr%E1%BA%AFng-nam-n%E1%BB%AF-ch%E1%BA%A5t-li%E1%BB%87u-cotton-%C3%AAm-m%E1%BB%81m-VOTRON-VNXK-i.94420180.2641977958?extraParams=%7B%22display_model_id%22%3A177662531280%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m22bey1bnn4u11_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","","Tất chân cổ ngắn nam nữ trơn màu GOMTAT, vớ trắng nam nữ chất liệu cotton êm mềm - VOTRON-VNXK","","5.500","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a"
"https://shopee.vn/T%E1%BA%A5t-n%E1%BB%AF-c%E1%BB%95-cao-ch%E1%BA%A5t-m%E1%BB%8Fng-tho%C3%A1ng-m%C3%A1t-nhi%E1%BB%81u-m%C3%A0u-m%E1%BB%9Bi-i.157404536.8468682297?extraParams=%7B%22display_model_id%22%3A36016926102%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/b860626da066be0921a3f23c65ac2543_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","Tất nữ cổ cao chất mỏng thoáng mát nhiều màu mới","Rẻ Vô Địch","6.400","Đã bán 80k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6"
"https://shopee.vn/T%C3%B3c-gi%E1%BA%A3-line-d%C3%A1n-l%C3%A0m-t%E1%BB%AB-s%E1%BB%A3i-protein-T%C3%B3c-gi%E1%BA%A3-highlight-n%E1%BB%91i-d%C3%A0i-t%E1%BA%A1o-light-t%C3%B3c-cho-n%E1%BB%AF-TG699-i.362087924.14192632732?extraParams=%7B%22display_model_id%22%3A126728063272%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/1ee0d615e82064f63d2859ee3a240b2d_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs40liesmpza4","-67%","Tóc giả line dán làm từ sợi protein, Tóc giả highlight nối dài tạo light tóc cho nữ TG699","Rẻ Vô Địch","14.999","Đã bán 80k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a"
"https://shopee.vn/Ghim-C%C3%A0i-Qu%E1%BA%A7n-%C3%81o-Ch%C3%A2n-V%C3%A1y-%C4%90%C3%ADnh-Ng%E1%BB%8Dc-Trai-Ch%E1%BB%91ng-Tr%C6%B0%E1%BB%A3t-Ti%E1%BB%87n-D%E1%BB%A5ng-i.309528275.21961474255?extraParams=%7B%22display_model_id%22%3A117704795551%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/sg-11134201-22110-1m78m16xw7jvba_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-1%","Ghim Cài Quần Áo / Chân Váy Đính Ngọc Trai Chống Trượt Tiện Dụng","","10.769","Đã bán 90k+",""
