"contents href","inset-y-0 src","w-full src","absolute","line-clamp-2","mr-0 src","font-medium","truncate 2","p-px src","km:text-[0","truncate 3"
"https://shopee.vn/C%C3%A2n-%C4%90i%E1%BB%87n-T%E1%BB%AD-S%E1%BB%A9c-Kh%E1%BB%8Fe-ISCALE-PHONE-C%C3%A2n-Gia-%C4%90%C3%ACnh-Tr%E1%BB%8Dng-L%C6%B0%E1%BB%A3ng-T%E1%BB%91i-%C4%90a-150Kg-ti%E1%BB%87n-l%E1%BB%A3i-cho-gia-%C4%91%C3%ACnh-i.716158718.21387605863?extraParams=%7B%22display_model_id%22%3A197756350760%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lzst8t7yei4t28_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-19%","Cân Điện Tử Sức Khỏe ISCALE PHONE - Cân Gia Đình Trọng Lượng Tối Đa 150Kg tiện lợi cho gia đình","","99.000","Đã bán 500k+","https://down-vn.img.susercontent.com/file/vn-11134258-7ras8-m0h2cd40nde732_tn.webp","Đang bán chạy",""
"https://shopee.vn/-COMBO-10-x-T%C3%BAi-10-Chi%E1%BA%BFc-Kh%E1%BA%A9u-Trang-Y-T%E1%BA%BF-5D-Nh%E1%BA%ADt-Minh-3-L%E1%BB%9Bp-Kh%C3%A1ng-Khu%E1%BA%A9n-Ch%E1%BB%91ng-B%E1%BB%A5i-M%E1%BB%8Bn-PM2.5-i.26282978.4749849158?extraParams=%7B%22display_model_id%22%3A375149996560%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lk7lxrdpco8ke3_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","[COMBO 10] x [Túi 10 Chiếc] Khẩu Trang Y Tế 5D Nhật Minh 3 Lớp Kháng Khuẩn, Chống Bụi Mịn PM2.5","","14.900","Đã bán 90k+","","",""
"https://shopee.vn/Kh%E1%BA%A9u-trang-KF94-Ti%E1%BA%BFn-H%C3%B9ng-ch%E1%BB%91ng-b%E1%BB%A5i-4-l%E1%BB%9Bp-kh%C3%A1ng-khu%E1%BA%A9n-i.40266130.11854595796?extraParams=%7B%22display_model_id%22%3A67501534136%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m1nvd29b5jnj21_tn.webp","","-25%","Khẩu trang KF94 Tiến Hùng chống bụi 4 lớp kháng khuẩn","","12.000","Đã bán 90k+","","",""
"https://shopee.vn/C%C3%A2n-%C4%90i%E1%BB%87n-T%E1%BB%AD-S%E1%BB%A9c-Kh%E1%BB%8Fe-S%E1%BA%A1c-USB-GODWELL-K%E1%BA%BFt-N%E1%BB%91i-Bluetooth-%C4%90o-Ch%E1%BB%89-S%E1%BB%91-C%C6%A1-Th%E1%BB%83-Ch%E1%BB%8Bu-T%E1%BA%A3i-180kg-M%C3%A0n-H%C3%ACnh-LED-i.718541345.23364676674?extraParams=%7B%22display_model_id%22%3A310438493123%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mjdlhfne4n40a8_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-45%","Cân Điện Tử Sức Khỏe Sạc USB GODWELL Kết Nối Bluetooth Đo Chỉ Số Cơ Thể Chịu Tải 180kg, Màn Hình LED","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","84.000","Đã bán 100k+","","","Giảm 8k₫"
"https://shopee.vn/-Th%C3%B9ng-300-C%C3%A1i-Kh%E1%BA%A9u-trang-4-L%E1%BB%9Bp-KF94-UNI-MASK-Ch%E1%BB%91ng-B%E1%BB%A5i-M%E1%BB%8Bn-Kh%C3%A1ng-khu%E1%BA%A9n-h%C3%A0ng-Cao-C%E1%BA%A5p-Ch%C3%ADnh-H%C3%A3ng-i.187219278.14981221956?extraParams=%7B%22display_model_id%22%3A49050066213%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lym6rksr9yn52c_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-28%","[Thùng 300 Cái] Khẩu trang 4 Lớp KF94 UNI MASK Chống Bụi Mịn, Kháng khuẩn hàng Cao Cấp Chính Hãng","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","85.900","Đã bán 70k+","","","Giảm 5k₫"
"https://shopee.vn/Cao-D%C3%A1n-H%E1%BB%93ng-S%C3%A2m-H%C3%A0n-Qu%E1%BB%91c-T%C3%BAi-20-mi%E1%BA%BFng-i.227132237.3417660431?extraParams=%7B%22display_model_id%22%3A13718243928%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m4ltxogh38xz0e_tn.webp","","","Cao Dán Hồng Sâm Hàn Quốc, Túi 20 miếng","","24.900","Đã bán 100k+","","",""
"https://shopee.vn/Kh%E1%BA%A9u-trang-3d-c%C3%B4ng-ngh%E1%BB%87-d%E1%BA%ADp-nh%E1%BA%ADt-b%E1%BA%A3n-h%E1%BB%99p-50-c%C3%A1i-v%C3%A0-h%E1%BB%99p-100-c%C3%A1i-i.17713786.3942135283?extraParams=%7B%22display_model_id%22%3A73765378482%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-mab2yulw8i207b_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-26%","Khẩu trang 3d công nghệ dập nhật bản hộp 50 cái và hộp 100 cái","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a","36.900","Đã bán 400k+","","","Giảm 1k₫"
"https://shopee.vn/Gel-b%C3%B4i-tr%C6%A1n-XTOY-LUBRICATING-KING-g%E1%BB%91c-n%C6%B0%E1%BB%9Bc-d%E1%BA%A1ng-g%C3%B3i-ti%E1%BB%87n-d%E1%BB%A5ng-7ML-i.319348407.20713214632?extraParams=%7B%22display_model_id%22%3A225371128287%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lt6igz4bd41w1c_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-24%","Gel bôi trơn XTOY LUBRICATING KING, gốc nước, dạng gói tiện dụng 7ML","","3.800","Đã bán 60k+","","",""
"https://shopee.vn/M%E1%BA%AFt-M%E1%BB%9AI-1-C%E1%BA%B7p-%E1%BB%90ng-K%C3%ADnh-Ti%E1%BA%BFp-X%C3%BAc-M%C3%A0u-M%E1%BA%AFt-L%E1%BB%9Bn-M%E1%BB%B9-Ph%E1%BA%A9m-L%C3%A0m-%C4%90%E1%BA%B9p-M%E1%BA%AFt-Trang-%C4%90i%E1%BB%83m-H%E1%BB%8Dc-Sinh-i.119093078.23070945929?extraParams=%7B%22display_model_id%22%3A221708703813%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/sg-11134201-7rdx5-mbw4ljs9p8kn76_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-63%","Mắt MỚI 1 Cặp Ống Kính Tiếp Xúc Màu Mắt Lớn Mỹ Phẩm Làm Đẹp Mắt Trang Điểm Học Sinh","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","35.900","Đã bán 60k+","","","Giảm 5k₫"
"https://shopee.vn/l%E1%BA%BB-1-h%E1%BB%99p-kh%E1%BA%A9u-trang-5D-(g%E1%BB%93m-10-c%C3%A1i)-i.204889844.14838219147?extraParams=%7B%22display_model_id%22%3A276088373067%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m6mo3u8b3c8158_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","lẻ 1 hộp khẩu trang 5D (gồm 10 cái)","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","25.000","Đã bán 100k+","","",""
"https://shopee.vn/-Set-50-C%C3%A1i-Kh%E1%BA%A9u-trang-9A-UNICARE-ch%C3%ADnh-h%C3%A3ng-c%C3%B4ng-ngh%E1%BB%87-nh%E1%BA%ADt-b%E1%BA%A3n-kh%E1%BA%A9u-trang-y-t%E1%BA%BF-kh%C3%A1ng-khu%E1%BA%A9n-ch%E1%BB%91ng-n%E1%BA%AFng-tia-uv-i.187219278.11760305698?extraParams=%7B%22display_model_id%22%3A234138744586%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m8uafor9yw02ef_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-10%","[Set 50 Cái] Khẩu trang 9A UNICARE chính hãng, công nghệ nhật bản, khẩu trang y tế kháng khuẩn chống nắng tia uv","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","60.950","Đã bán 200k+","","","Giảm 5k₫"
"https://shopee.vn/Kh%E1%BA%A9u-trang-5D-Mask-FAMAPRO-(1-H%E1%BB%99p-10-Chi%E1%BA%BFc)-i.489632575.6496805103?extraParams=%7B%22display_model_id%22%3A224302653868%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lla73e5vugty17_tn.webp","","-31%","Khẩu trang 5D Mask FAMAPRO (1 Hộp 10 Chiếc)","","24.000","Đã bán 100k+","","",""
"https://shopee.vn/COMBO-5-l%E1%BB%8D-tinh-d%E1%BA%A7u-%C4%91u%E1%BB%95i-mu%E1%BB%97i-Par-Par-Tinh-d%E1%BA%A7u-Par-Par-480h-an-to%C3%A0n-hi%E1%BB%87u-qu%E1%BA%A3-i.990446256.21188047159?extraParams=%7B%22display_model_id%22%3A265932170257%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lym4g6w85r9p2d_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-41%","COMBO 5 lọ tinh dầu đuổi muỗi Par Par, Tinh dầu Par Par 480h an toàn hiệu quả","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","46.000","Đã bán 100k+","","",""
"https://shopee.vn/Kem-B%C3%B4i-Vi%C3%AAm-Da-C%C6%A1-%C4%90%E1%BB%8Ba-NH%E1%BA%ACT-B%E1%BA%A2N-Kem-B%C3%B4i-N%E1%BA%A5m-Ng%E1%BB%A9a-H%E1%BB%97-Tr%E1%BB%A3-D%E1%BB%A9t-%C4%90i%E1%BB%83m-H%E1%BA%AFc-L%C3%A0o-T%E1%BB%95-%C4%90%E1%BB%89a-%C3%81-S%E1%BB%ABng-N%C6%B0%E1%BB%9Bc-%C4%82n-Ch%C3%A2n-Tay-Hi%E1%BB%87u-Qu%E1%BA%A3-i.1252616130.24379640633?extraParams=%7B%22display_model_id%22%3A49777475951%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m0tlpnl5c9e7f3_tn.webp","","-65%","Kem Bôi Viêm Da Cơ Địa NHẬT BẢN Kem Bôi Nấm Ngứa Hỗ Trợ Dứt Điểm Hắc Lào, Tổ Đỉa, Á Sừng, Nước Ăn Chân Tay Hiệu Quả","","35.000","Đã bán 60k+","https://down-vn.img.susercontent.com/file/vn-11134258-7ras8-m0h2cd40nde732_tn.webp","Đang bán chạy",""
"https://shopee.vn/Kem-M%E1%BB%9D-S%E1%BA%B9o-M%E1%BB%9D-Th%C3%A2m-R%E1%BA%A1n-Da-Klirvin-25g-Ch%C3%ADnh-H%C3%A3ng-C%E1%BB%A7a-Nga--i.452520503.3056115904?extraParams=%7B%22display_model_id%22%3A159196741116%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m9ctc8xfmfd0fd_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-12%","Kem Mờ Sẹo, Mờ Thâm, Rạn Da Klirvin 25g [Chính Hãng Của Nga]","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mfjl4hy7rsi3b3","60.000","Đã bán 60k+","https://down-vn.img.susercontent.com/file/vn-11134258-7ras8-m0h2cd40nde732_tn.webp","Đã bán 8","Giảm 12k₫"
"https://shopee.vn/C%C3%A2n-S%E1%BB%A9c-Kh%E1%BB%8Fe-%C4%90i%E1%BB%87n-T%E1%BB%AD-Th%C3%B4ng-Minh-Bluetooth-Ph%C3%A2n-T%C3%ADch-Ch%E1%BB%89-S%E1%BB%91-C%C6%A1-Th%E1%BB%83-%E2%80%93-S%E1%BA%A1c-USB-T%E1%BA%A3i-Tr%E1%BB%8Dng-180kg-i.1338035770.24635286483?extraParams=%7B%22display_model_id%22%3A252764412759%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mj6kd14g740458_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-31%","Cân Sức Khỏe Điện Tử Thông Minh Bluetooth Phân Tích Chỉ Số Cơ Thể – Sạc USB, Tải Trọng 180kg","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","103.000","Đã bán 100k+","","","Giảm 5k₫"
"https://shopee.vn/Kh%E1%BA%A9u-trang-5D-mask-LadiCare-quai-thun-kh%E1%BA%A9u-trang-y-t%E1%BA%BF-kh%C3%A1ng-khu%E1%BA%A9n-d%C3%A0y-4-l%E1%BB%9Bp-d%C3%A0y-d%E1%BA%B7n-i.187219278.15714460877?extraParams=%7B%22display_model_id%22%3A260351624714%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/sg-11134201-7rauf-mav3ft1ot33neb_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-43%","Khẩu trang 5D mask LadiCare quai thun khẩu trang y tế kháng khuẩn dày 4 lớp dày dặn","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","36.950","Đã bán 100k+","","",""
"https://shopee.vn/MU%E1%BB%90I-R%E1%BB%ACA-M%C5%A8I-NEILMED-CHU%E1%BA%A8N-N%E1%BB%98I-%C4%90%E1%BB%8AA-M%E1%BB%B8-H%C3%80NG-CAM-K%E1%BA%BET-CHU%E1%BA%A8N-CH%C3%8DNH-H%C3%83NG-FREESHIP-i.25466248.7512113114?extraParams=%7B%22display_model_id%22%3A32108745166%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/c248e867f9e85239aab69231fafe7e22_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","MUỐI RỬA MŨI NEILMED CHUẨN NỘI ĐỊA MỸ, HÀNG CAM KẾT CHUẨN CHÍNH HÃNG FREESHIP","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","3.690","Đã bán 400k+","","",""
"https://shopee.vn/-Mua-100-t%E1%BA%B7ng-30-chi%E1%BA%BFc-kh%E1%BA%A9u-trang-Kh%C3%A1ng-Khu%E1%BA%A9n-5D-JULI-h%C3%A0ng-cao-c%E1%BA%A5p-m%E1%BA%ABu-m%E1%BB%9Bi-2025-i.719608333.20166607861?extraParams=%7B%22display_model_id%22%3A221649569105%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m3oeynw3ovjp2c_tn.webp","","-50%","[ Mua 100 tặng 30 chiếc ] khẩu trang Kháng Khuẩn 5D JULI hàng cao cấp mẫu mới 2025","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","20.000","Đã bán 80k+","","",""
"https://shopee.vn/D%E1%BB%A5ng-C%E1%BB%A5-L%E1%BA%A5y-R%C3%A1y-Tai-Camera-MEGUN-NE3-Pro-N%E1%BB%99i-Soi-Full-HD-Pin-S%E1%BA%A1c-B%E1%BA%A3o-H%C3%A0nh-12-Th%C3%A1ng-i.1338035770.28558954683?extraParams=%7B%22display_model_id%22%3A178384708691%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mj6kb8ow35s6ef_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-18%","Dụng Cụ Lấy Ráy Tai Camera MEGUN NE3 Pro Nội Soi Full HD, Pin Sạc, Bảo Hành 12 Tháng","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","155.000","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7ras8-m0h2cd40nde732_tn.webp","Đang bán chạy","Giảm 5k₫"
"https://shopee.vn/Kem-B%C3%B4i-Vi%C3%AAm-Da-C%C6%A1-%C4%90%E1%BB%8Ba-CHA-REN-H%C3%A0ng-Xu%E1%BA%A5t-Kh%E1%BA%A9u-Ch%C3%A2u-%C3%82u-(EU)-H%E1%BB%97-Tr%E1%BB%A3-D%E1%BB%A9t-%C4%90i%E1%BB%83m-H%E1%BA%AFc-L%C3%A0o-N%E1%BA%A5m-Da-%C4%90%E1%BA%A7u-Gh%E1%BA%BB-N%C6%B0%E1%BB%9Bc-%C3%81-S%E1%BB%ABng-i.1353621505.28620277752?extraParams=%7B%22display_model_id%22%3A39860779937%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-madnimcj3jyw58_tn.webp","","-8%","Kem Bôi Viêm Da Cơ Địa CHA-REN Hàng Xuất Khẩu Châu Âu (EU) Hỗ Trợ Dứt Điểm Hắc Lào, Nấm Da Đầu, Ghẻ Nước, Á Sừng","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","55.000","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7ras8-m0h2cd40nde732_tn.webp","Đang bán chạy",""
"https://shopee.vn/B%E1%BB%8Bch-3-Mi%E1%BA%BFng-B%E1%BB%89m-D%C3%A1n-Caryn-Cho-M%E1%BA%B9-Sau-Sinh-L3-T%C3%A3-D%C3%A1n-Caryn-Cho-Ng%C6%B0%E1%BB%9Di-Cao-Tu%E1%BB%95i-i.134393771.9639328181?extraParams=%7B%22display_model_id%22%3A260969826870%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mjgt1s68ctfr7d_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-1%","Bịch 3 Miếng Bỉm Dán Caryn Cho Mẹ Sau Sinh L3 - Tã Dán Caryn Cho Người Cao Tuổi","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","54.400","Đã bán 80k+","","","Giảm 9k₫"
"https://shopee.vn/Kem-B%C3%B4i-Vi%C3%AAm-Da-C%C6%A1-%C4%90%E1%BB%8Ba-N%E1%BA%A5m-Ng%E1%BB%A9a-H%E1%BA%AFc-L%C3%A0o-V%E1%BA%A9y-N%E1%BA%BFn-%C3%81-S%E1%BB%ABng-Lang-Ben-Hi%E1%BB%87u-Qu%E1%BA%A3-B%C3%80-L%C3%83O-XANH-i.1136949781.25056735647?extraParams=%7B%22display_model_id%22%3A232566125725%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lt0x4mew25l0f7_tn.webp","","","Kem Bôi Viêm Da Cơ Địa Nấm Ngứa Hắc Lào, Vẩy Nến, Á Sừng, Lang Ben Hiệu Quả - BÀ LÃO XANH","","50.000","Đã bán 317","","",""
"https://shopee.vn/M%C3%A1y-Massage-C%E1%BA%A7m-Tay-Mini-S%C3%BAng-Massage-C%E1%BA%A7m-Tay-Mini-To%C3%A0n-Th%C3%A2n-6-C%E1%BA%A5p-%C4%90%E1%BB%99-Chuy%C3%AAn-S%C3%A2u-%C4%90a-N%C4%83ng-i.718367937.24030424362?extraParams=%7B%22display_model_id%22%3A166725527009%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-maz3rftkfqag89_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-11%","Máy Massage Cầm Tay Mini, Súng Massage Cầm Tay Mini Toàn Thân 6 Cấp Độ Chuyên Sâu Đa Năng","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","178.000","Đã bán 1000k+","https://down-vn.img.susercontent.com/file/vn-11134258-7ras8-m0h2cd40nde732_tn.webp","Đang bán chạy",""
"https://shopee.vn/Mi%E1%BA%BFng-D%C3%A1n-G%E1%BB%ABng-N%C3%B3ng-Gi%E1%BA%A3m-%C4%90au-Vai-G%C3%A1y-%C4%90au-L%C6%B0ng-Kh%E1%BB%9Bp-Gi%E1%BA%A3m-T%C3%AA-M%E1%BB%8Fi-Tay-Ch%C3%A2n-Hi%E1%BB%87u-Qu%E1%BA%A3-An-To%C3%A0n-Cho-Da-i.1297309881.25183045025?extraParams=%7B%22display_model_id%22%3A430321653693%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mig618qik3cy71_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-90%","Miếng Dán Gừng Nóng Giảm Đau Vai Gáy, Đau Lưng, Khớp Giảm Tê Mỏi Tay Chân Hiệu Quả An Toàn Cho Da","","6.990","Đã bán 50k+","https://down-vn.img.susercontent.com/file/vn-11134258-7ras8-m0h2cd40nde732_tn.webp","Đang bán chạy","39% Giảm"
"https://shopee.vn/-Shopee-Live-Th%C3%B9ng-500c-kh%E1%BA%A9u-trang-5D-B%C3%B4ng-Sen-V%C3%A0ng.-i.796123153.27651068751?extraParams=%7B%22display_model_id%22%3A255902288008%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-maqt824jzmpte9_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","[Shopee Live] Thùng 500c khẩu trang 5D Bông Sen Vàng.","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","195.000","Đã bán 600k+","","",""
"https://shopee.vn/C%C3%A2n-S%E1%BB%A9c-Kh%E1%BB%8Fe-%C4%90i%E1%BB%87n-T%E1%BB%AD-H%C3%ACnh-Heo-H%E1%BB%93ng-M%E1%BA%B7t-K%C3%ADnh-C%C6%B0%E1%BB%9Dng-L%E1%BB%B1c-Ch%E1%BB%8Bu-T%E1%BA%A3i-%C4%90%E1%BA%BFn-180kg-%C4%90%E1%BB%99-Ch%C3%ADnh-X%C3%A1c-Cao-Tuy%E1%BB%87t-%C4%90%E1%BB%91i-T%E1%BA%B7ng-K%C3%A8m-Pin-i.662959067.26058874190?extraParams=%7B%22display_model_id%22%3A98989223839%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m793ajs2l92r04_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-11%","Cân Sức Khỏe Điện Tử Hình Heo Hồng Mặt Kính Cường Lực Chịu Tải Đến 180kg Độ Chính Xác Cao Tuyệt Đối Tặng Kèm Pin","","109.000","Đã bán 400k+","https://down-vn.img.susercontent.com/file/vn-11134258-7ras8-m0h2cd40nde732_tn.webp","Đang bán chạy",""
"https://shopee.vn/C%C3%A2n-%C4%90i%E1%BB%87n-T%E1%BB%AD-C%C3%A2n-S%E1%BB%A9c-Kh%E1%BB%8Fe-ISCALE-PHONE-C%C3%A2n-Gia-%C4%90%C3%ACnh-Tr%E1%BB%8Dng-L%C6%B0%E1%BB%A3ng-T%E1%BB%91i-%C4%90a-150Kg-ti%E1%BB%87n-l%E1%BB%A3i-cho-gia-%C4%91%C3%ACnh-HOT-New-New-i.716215366.24929868279?extraParams=%7B%22display_model_id%22%3A240804565276%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m7n979isq3k346_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-36%","Cân Điện Tử, Cân Sức Khỏe ISCALE PHONE - Cân Gia Đình Trọng Lượng Tối Đa 150Kg tiện lợi cho gia đình HOT New New","","99.000","Đã bán 80k+","","",""
"https://shopee.vn/Bao-cao-su-Feelex-si%C3%AAu-m%E1%BB%8Fng-k%C3%A9o-d%C3%A0i-th%E1%BB%9Di-gian-g%C3%A2n-gai-nhi%E1%BB%81u-gel-b%C3%B4i-tr%C6%A1n-H%E1%BB%99p-10-bcs-i.345248715.9389530410?extraParams=%7B%22display_model_id%22%3A154116957057%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mi69h1clytqabb_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-7%","Bao cao su Feelex siêu mỏng, kéo dài thời gian, gân gai, nhiều gel bôi trơn - Hộp 10 bcs","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","55.000","Đã bán 800k+","https://down-vn.img.susercontent.com/file/vn-11134258-7ras8-m0h2cd40nde732_tn.webp","Đang bán chạy","10% Giảm"
"https://shopee.vn/H%E1%BB%99p-50-chi%E1%BA%BFc-kh%E1%BA%A9u-trang-y-t%E1%BA%BF-ami-m%C3%A0u-tr%E1%BA%AFng-4-l%E1%BB%9Bp-ami-official-i.252886300.7930752200?extraParams=%7B%22display_model_id%22%3A74694188258%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/d528d282a132f2f66a48b40383d05a4b_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-26%","Hộp 50 chiếc khẩu trang y tế ami màu trắng 4 lớp - ami official","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","29.000","Đã bán 70k+","","",""
"https://shopee.vn/C%C3%A2n-S%E1%BB%A9c-Kh%E1%BB%8Fe-%C4%90i%E1%BB%87n-T%E1%BB%AD-ISCALE-H%C3%A0ng-Chu%E1%BA%A9n-Ki%E1%BB%83u-d%C3%A1ng-Iphone-hot-m%E1%BA%B7t-k%C3%ADnh-c%C6%B0%E1%BB%9Dng-l%E1%BB%B1c-ch%E1%BB%8Bu-l%E1%BB%B1c-%C4%91%E1%BA%BFn-180kg-i.663821509.15490882792?extraParams=%7B%22display_model_id%22%3A218188125247%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m7t8oh8fznsjc2_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-11%","Cân Sức Khỏe Điện Tử ISCALE Hàng Chuẩn- Kiểu dáng Iphone hot, mặt kính cường lực, chịu lực đến 180kg","","99.000","Đã bán 100k+","","",""
